Refs,Qty,Value,Footprint,Manufacturer,MPN,Description,Link,DNP
C30,1,10000uF 35V,Capacitor_THT:CP_Radial_D26.0mm_P10.00mm_SnapIn,TDK,B41252A7109M000,"Capacitor 10000 uF 35 V snap-in 25.4x45 mm, 10 mm pitch, 6.0 mm leads, PVC sleeve, 105C; permissible ripple 7.89 A at 60C / 120 Hz; local ambient <=60C design condition",https://jlcpcb.com/partdetail/TDK-B41252A7109M000/C6130373,
C32,1,2200uF 100V,Capacitor_THT:CP_Radial_D25.0mm_P10.00mm_SnapIn,Nichicon,LLS2A222MELA,Capacitor 2200 uF 100 V snap-in 25x40 mm,https://jlcpcb.com/partdetail/Nichicon-LLS2A222MELA/C1582025,
C33,1,10uF,Capacitor_SMD:C_1210_3225Metric,Samsung Electro-Mechanics,CL32B106KBJNNWE,10 uF 50 V X7R input bypass; four parallel capacitors,https://jlcpcb.com/partdetail/4412651-CL32B106KBJNNWE/C3844168,
C34,1,10uF,Capacitor_SMD:C_1210_3225Metric,Samsung Electro-Mechanics,CL32B106KBJNNWE,10 uF 50 V X7R input bypass; four parallel capacitors,https://jlcpcb.com/partdetail/4412651-CL32B106KBJNNWE/C3844168,
C35,1,100nF,Capacitor_SMD:C_0402_1005Metric,Murata Electronics,GRM155R71H104KE14D,100 nF 50 V X7R; short local bootstrap / high-frequency loop,https://jlcpcb.com/partdetail/C77020,
C36,1,100nF,Capacitor_SMD:C_0805_2012Metric,YAGEO,CC0805KRX7R9BB104,TPS552892 compensation series capacitor; TI equation 25,https://jlcpcb.com/partdetail/C49678,
C37,1,680pF,Capacitor_SMD:C_0805_2012Metric,YAGEO,CC0805JRNPO9BN681,TPS552892 compensation high-frequency pole capacitor; C0G; TI equation 26,https://jlcpcb.com/partdetail/C107121,
C38,1,10uF,Capacitor_SMD:C_1210_3225Metric,Samsung Electro-Mechanics,CL32B106KBJNNWE,"10 uF 50 V X7R local output bypass, before current sense",https://jlcpcb.com/partdetail/4412651-CL32B106KBJNNWE/C3844168,
C39,1,10uF,Capacitor_SMD:C_1210_3225Metric,Samsung Electro-Mechanics,CL32B106KBJNNWE,10 uF 50 V X7R input bypass; four parallel capacitors,https://jlcpcb.com/partdetail/4412651-CL32B106KBJNNWE/C3844168,
C40,1,10uF,Capacitor_SMD:C_1210_3225Metric,Samsung Electro-Mechanics,CL32B106KBJNNWE,10 uF 50 V X7R input bypass; four parallel capacitors,https://jlcpcb.com/partdetail/4412651-CL32B106KBJNNWE/C3844168,
C41,1,100nF,Capacitor_SMD:C_0402_1005Metric,Murata Electronics,GRM155R71H104KE14D,100 nF 50 V X7R; short local bootstrap / high-frequency loop,https://jlcpcb.com/partdetail/C77020,
C42,1,330nF,Capacitor_SMD:C_0805_2012Metric,Samsung Electro-Mechanics,CL21B334KBFNNNE,TPS552892 compensation series capacitor; TI equation 25,https://jlcpcb.com/partdetail/C73142,
C43,1,1nF,Capacitor_SMD:C_0805_2012Metric,YAGEO,CC0805JRNPO9BN102,TPS552892 compensation high-frequency pole capacitor; C0G; TI equation 26,https://jlcpcb.com/partdetail/C62774,
C44,1,10uF,Capacitor_SMD:C_1210_3225Metric,Samsung Electro-Mechanics,CL32B106KBJNNWE,"10 uF 50 V X7R local output bypass, before current sense",https://jlcpcb.com/partdetail/4412651-CL32B106KBJNNWE/C3844168,
C45,1,100nF,Capacitor_SMD:C_0402_1005Metric,Murata Electronics,GRM155R71H104KE14D,100 nF 50 V X7R; short local bootstrap / high-frequency loop,https://jlcpcb.com/partdetail/C77020,
C46,1,10uF,Capacitor_SMD:C_1210_3225Metric,Samsung Electro-Mechanics,CL32B106KBJNNWE,10 uF 50 V X7R on internal 5.2 V VCC; >4.7 uF effective,https://jlcpcb.com/partdetail/4412651-CL32B106KBJNNWE/C3844168,
C47,1,100nF,Capacitor_SMD:C_0402_1005Metric,Murata Electronics,GRM155R71H104KE14D,100 nF 50 V X7R; short local bootstrap / high-frequency loop,https://jlcpcb.com/partdetail/C77020,
C48,1,100nF,Capacitor_SMD:C_0402_1005Metric,Murata Electronics,GRM155R71H104KE14D,100 nF 50 V X7R; short local bootstrap / high-frequency loop,https://jlcpcb.com/partdetail/C77020,
C49,1,10uF,Capacitor_SMD:C_1210_3225Metric,Samsung Electro-Mechanics,CL32B106KBJNNWE,10 uF 50 V X7R input bypass; four parallel capacitors,https://jlcpcb.com/partdetail/4412651-CL32B106KBJNNWE/C3844168,
C50,1,10uF,Capacitor_SMD:C_1210_3225Metric,Samsung Electro-Mechanics,CL32B106KBJNNWE,10 uF 50 V X7R input bypass; four parallel capacitors,https://jlcpcb.com/partdetail/4412651-CL32B106KBJNNWE/C3844168,
C51,1,10uF,Capacitor_SMD:C_1210_3225Metric,Samsung Electro-Mechanics,CL32B106KBJNNWE,"10 uF 50 V X7R local output bypass, before current sense",https://jlcpcb.com/partdetail/4412651-CL32B106KBJNNWE/C3844168,
C52,1,100nF,Capacitor_SMD:C_0402_1005Metric,Murata Electronics,GRM155R71H104KE14D,100 nF 50 V X7R; short local bootstrap / high-frequency loop,https://jlcpcb.com/partdetail/C77020,
C53,1,10uF,Capacitor_SMD:C_1210_3225Metric,Samsung Electro-Mechanics,CL32B106KBJNNWE,10 uF 50 V X7R on internal 5.2 V VCC; >4.7 uF effective,https://jlcpcb.com/partdetail/4412651-CL32B106KBJNNWE/C3844168,
C54,1,100nF,Capacitor_SMD:C_0402_1005Metric,Murata Electronics,GRM155R71H104KE14D,100 nF 50 V X7R; short local bootstrap / high-frequency loop,https://jlcpcb.com/partdetail/C77020,
C55,1,100nF,Capacitor_SMD:C_0402_1005Metric,Murata Electronics,GRM155R71H104KE14D,100 nF 50 V X7R; short local bootstrap / high-frequency loop,https://jlcpcb.com/partdetail/C77020,
C56,1,10uF,Capacitor_SMD:C_1210_3225Metric,Samsung Electro-Mechanics,CL32B106KBJNNWE,10 uF 50 V X7R input bypass; four parallel capacitors,https://jlcpcb.com/partdetail/4412651-CL32B106KBJNNWE/C3844168,
C57,1,10uF,Capacitor_SMD:C_1210_3225Metric,Samsung Electro-Mechanics,CL32B106KBJNNWE,10 uF 50 V X7R input bypass; four parallel capacitors,https://jlcpcb.com/partdetail/4412651-CL32B106KBJNNWE/C3844168,
C58,1,10uF,Capacitor_SMD:C_1210_3225Metric,Samsung Electro-Mechanics,CL32B106KBJNNWE,"10 uF 50 V X7R local output bypass, before current sense",https://jlcpcb.com/partdetail/4412651-CL32B106KBJNNWE/C3844168,
D101,1,STPS20M100ST,wpc_cost:TO220_Schottky_AKA_5772,STMicroelectronics,STPS20M100ST,"Schottky rectifier 100 V 20 A TO-220AB, physical leads A-K-A; individual 577202B00000G heatsink required",https://jlcpcb.com/partdetail/STMicroelectronics-STPS20M100ST/C222114,
D102,1,STPS20M100ST,wpc_cost:TO220_Schottky_AKA_5772,STMicroelectronics,STPS20M100ST,"Schottky rectifier 100 V 20 A TO-220AB, physical leads A-K-A; individual 577202B00000G heatsink required",https://jlcpcb.com/partdetail/STMicroelectronics-STPS20M100ST/C222114,
D103,1,STPS20M100ST,wpc_cost:TO220_Schottky_AKA_5772,STMicroelectronics,STPS20M100ST,"Schottky rectifier 100 V 20 A TO-220AB, physical leads A-K-A; individual 577202B00000G heatsink required",https://jlcpcb.com/partdetail/STMicroelectronics-STPS20M100ST/C222114,
D104,1,STPS20M100ST,wpc_cost:TO220_Schottky_AKA_5772,STMicroelectronics,STPS20M100ST,"Schottky rectifier 100 V 20 A TO-220AB, physical leads A-K-A; individual 577202B00000G heatsink required",https://jlcpcb.com/partdetail/STMicroelectronics-STPS20M100ST/C222114,
D105,1,STPS20M100S,wpc_cost:D2PAK_Schottky_AKA,STMicroelectronics,STPS20M100SG-TR,"Schottky rectifier 100 V 20 A D2PAK - discrete bridge element +5V raw supply, AC_A -> +",https://jlcpcb.com/partdetail/STMicroelectronics-STPS20M100SGTR/C969989,
D106,1,STPS20M100S,wpc_cost:D2PAK_Schottky_AKA,STMicroelectronics,STPS20M100SG-TR,"Schottky rectifier 100 V 20 A D2PAK - discrete bridge element +5V raw supply, AC_B -> +",https://jlcpcb.com/partdetail/STMicroelectronics-STPS20M100SGTR/C969989,
D107,1,STPS20M100S,wpc_cost:D2PAK_Schottky_AKA,STMicroelectronics,STPS20M100SG-TR,"Schottky rectifier 100 V 20 A D2PAK - discrete bridge element +5V raw supply, GND -> AC_A",https://jlcpcb.com/partdetail/STMicroelectronics-STPS20M100SGTR/C969989,
D108,1,STPS20M100S,wpc_cost:D2PAK_Schottky_AKA,STMicroelectronics,STPS20M100SG-TR,"Schottky rectifier 100 V 20 A D2PAK - discrete bridge element +5V raw supply, GND -> AC_B",https://jlcpcb.com/partdetail/STMicroelectronics-STPS20M100SGTR/C969989,
D109,1,STPS20M100S,wpc_cost:D2PAK_Schottky_AKA,STMicroelectronics,STPS20M100SG-TR,"Schottky rectifier 100 V 20 A D2PAK - discrete bridge element +20V flashlamp supply, AC_A -> +",https://jlcpcb.com/partdetail/STMicroelectronics-STPS20M100SGTR/C969989,
D110,1,STPS20M100S,wpc_cost:D2PAK_Schottky_AKA,STMicroelectronics,STPS20M100SG-TR,"Schottky rectifier 100 V 20 A D2PAK - discrete bridge element +20V flashlamp supply, AC_B -> +",https://jlcpcb.com/partdetail/STMicroelectronics-STPS20M100SGTR/C969989,
D111,1,STPS20M100S,wpc_cost:D2PAK_Schottky_AKA,STMicroelectronics,STPS20M100SG-TR,"Schottky rectifier 100 V 20 A D2PAK - discrete bridge element +20V flashlamp supply, GND -> AC_A",https://jlcpcb.com/partdetail/STMicroelectronics-STPS20M100SGTR/C969989,
D112,1,STPS20M100S,wpc_cost:D2PAK_Schottky_AKA,STMicroelectronics,STPS20M100SG-TR,"Schottky rectifier 100 V 20 A D2PAK - discrete bridge element +20V flashlamp supply, GND -> AC_B",https://jlcpcb.com/partdetail/STMicroelectronics-STPS20M100SGTR/C969989,
D113,1,STPS20M100S,wpc_cost:D2PAK_Schottky_AKA,STMicroelectronics,STPS20M100SG-TR,"Schottky rectifier 100 V 20 A D2PAK - discrete bridge element +12V POWER, AC_A -> +",https://jlcpcb.com/partdetail/STMicroelectronics-STPS20M100SGTR/C969989,
D114,1,STPS20M100S,wpc_cost:D2PAK_Schottky_AKA,STMicroelectronics,STPS20M100SG-TR,"Schottky rectifier 100 V 20 A D2PAK - discrete bridge element +12V POWER, AC_B -> +",https://jlcpcb.com/partdetail/STMicroelectronics-STPS20M100SGTR/C969989,
D115,1,STPS20M100S,wpc_cost:D2PAK_Schottky_AKA,STMicroelectronics,STPS20M100SG-TR,"Schottky rectifier 100 V 20 A D2PAK - discrete bridge element +12V POWER, GND -> AC_A",https://jlcpcb.com/partdetail/STMicroelectronics-STPS20M100SGTR/C969989,
D116,1,STPS20M100S,wpc_cost:D2PAK_Schottky_AKA,STMicroelectronics,STPS20M100SG-TR,"Schottky rectifier 100 V 20 A D2PAK - discrete bridge element +12V POWER, GND -> AC_B",https://jlcpcb.com/partdetail/STMicroelectronics-STPS20M100SGTR/C969989,
F103,1,3A S.B.,Fuse:Fuseholder_Clip-5x20mm_Keystone_3517_Inline_P23.11x6.76mm_D1.70mm_Horizontal,Littelfuse,0239003.MXP,"Fuse 3 A Slo-Blo 5x20 mm (Keystone 3517 clips), +50V to J107-1 sol 25-28 / 8-driver",https://jlcpcb.com/partdetail/Littelfuse-0239003MXP/C142824,
F104,1,3A S.B.,Fuse:Fuseholder_Clip-5x20mm_Keystone_3517_Inline_P23.11x6.76mm_D1.70mm_Horizontal,Littelfuse,0239003.MXP,"Fuse 3 A Slo-Blo 5x20 mm (Keystone 3517 clips), +50V to J107-2 sol 9-16",https://jlcpcb.com/partdetail/Littelfuse-0239003MXP/C142824,
F105,1,3A S.B.,Fuse:Fuseholder_Clip-5x20mm_Keystone_3517_Inline_P23.11x6.76mm_D1.70mm_Horizontal,Littelfuse,0239003.MXP,"Fuse 3 A Slo-Blo 5x20 mm (Keystone 3517 clips), +50V to J107-3 sol 1-8",https://jlcpcb.com/partdetail/Littelfuse-0239003MXP/C142824,
F111,1,5A S.B.,Fuse:Fuseholder_Clip-5x20mm_Keystone_3517_Inline_P23.11x6.76mm_D1.70mm_Horizontal,Littelfuse,0239005.MXP,"Fuse 5A S.B. 5x20 mm (Keystone 3517 clips), +20V flashlamp supply",https://jlcpcb.com/partdetail/Littelfuse-0239005MXP/C151086,
F112,1,7A S.B.,Fuse:Fuseholder_Clip-5x20mm_Keystone_3517_Inline_P23.11x6.76mm_D1.70mm_Horizontal,Littelfuse,0239007.MXP,"Fuse 7A S.B. 5x20 mm (Keystone 3517 clips), +50V solenoid supply (51 VAC winding -> ~70 V DC, 78 V peak unloaded)",https://jlcpcb.com/partdetail/Littelfuse-0239007MXP/C3161084,
F113,1,5A S.B.,Fuse:Fuseholder_Clip-5x20mm_Keystone_3517_Inline_P23.11x6.76mm_D1.70mm_Horizontal,Littelfuse,0239005.MXP,"Fuse 5A S.B. 5x20 mm (Keystone 3517 clips), +5V raw supply (9VAC)",https://jlcpcb.com/partdetail/Littelfuse-0239005MXP/C151086,
F114,1,8A,Fuse:Fuseholder_Clip-5x20mm_Keystone_3517_Inline_P23.11x6.76mm_D1.70mm_Horizontal,Littelfuse,0217008.MXP,"Fuse 8A 5x20 mm (Keystone 3517 clips), +18V lamp matrix supply (13.3 VAC); also feeds the +12V digital buck-boost U21",https://jlcpcb.com/partdetail/Littelfuse-0217008MXP/C2936126,
F115,1,3/4A S.B.,Fuse:Fuseholder_Clip-5x20mm_Keystone_3517_Inline_P23.11x6.76mm_D1.70mm_Horizontal,Littelfuse,0239.750MXP,"Fuse 3/4 A Slo-Blo 5x20 mm (Keystone 3517 clips), +12V switch matrix",https://jlcpcb.com/partdetail/Littelfuse-0239750MXP/C3157012,
F116,1,3A S.B.,Fuse:Fuseholder_Clip-5x20mm_Keystone_3517_Inline_P23.11x6.76mm_D1.70mm_Horizontal,Littelfuse,0239003.MXP,"Fuse 3A S.B. 5x20 mm (Keystone 3517 clips), +12V POWER (unregulated, 9.8VAC): motors, optos, coin door, DMD - J116/J117/J118",https://jlcpcb.com/partdetail/Littelfuse-0239003MXP/C142824,
J101,1,J101 xformer 9VAC (Red) / 13VAC (Blu-Wht),Connector_Molex:Molex_KK-396_A-41791-0007_1x07_P3.96mm_Vertical,MOLEX,26604070,J101 xformer 9VAC (Red) / 13VAC (Blu-Wht),https://jlcpcb.com/partdetail/C587091,
J102,1,J102 xformer 16VAC (Wht-Red) / solenoid ~51VAC (Blk-Yel),Connector_Molex:Molex_KK-396_A-41791-0009_1x09_P3.96mm_Vertical,MOLEX,0026604090,J102 xformer 16VAC (Wht-Red) / solenoid ~51VAC (Blk-Yel),https://jlcpcb.com/partdetail/MOLEX-0026604090/C17420444,
J103,1,"J103 ground to 8-driver board (all four pins grounded as on A-12697 sheet 1, no key)",Connector_Molex:Molex_KK-396_A-41791-0004_1x04_P3.96mm_Vertical,MOLEX,26604040,"J103 ground to 8-driver board (all four pins grounded as on A-12697 sheet 1, no key)",https://jlcpcb.com/partdetail/C240824,
J104,1,"J104 fused 51VAC (F112, pins 1/2) to Fliptronic II J901 and fused 16VAC (F111, pins 4/5), as A-12697 sheet 1",Connector_Molex:Molex_KK-396_A-41791-0005_1x05_P3.96mm_Vertical,MOLEX,26604050,"J104 fused 51VAC (F112, pins 1/2) to Fliptronic II J901 and fused 16VAC (F111, pins 4/5), as A-12697 sheet 1",https://jlcpcb.com/partdetail/C505166,
J106,1,"J106 +20V to backbox flashlamps (pins 1-4 open, key 4)",Connector_Molex:Molex_KK-396_A-41791-0005_1x05_P3.96mm_Vertical,MOLEX,26604050,"J106 +20V to backbox flashlamps (pins 1-4 open, key 4)",https://jlcpcb.com/partdetail/C505166,
J107,1,"J107 +50V (F103/F104/F105) and +20V (pins 5,6) to playfield",Connector_Molex:Molex_KK-396_A-41791-0006_1x06_P3.96mm_Vertical,MOLEX,0026604060,"J107 +50V (F103/F104/F105) and +20V (pins 5,6) to playfield",https://jlcpcb.com/partdetail/MOLEX-0026604060/C17656945,
J108,1,J108 +50V (F103/F104/F105) to cabinet (N/C on STTNG),Connector_Molex:Molex_KK-396_A-41791-0003_1x03_P3.96mm_Vertical,MOLEX,26604030,J108 +50V (F103/F104/F105) to cabinet (N/C on STTNG),https://jlcpcb.com/partdetail/C240823,
J109,1,J109 spare (N/C),Connector_Molex:Molex_KK-396_A-41791-0007_1x07_P3.96mm_Vertical,MOLEX,26604070,J109 spare (N/C),https://jlcpcb.com/partdetail/C587091,
J110,1,J110 spare (N/C),Connector_Molex:Molex_KK-396_A-41791-0009_1x09_P3.96mm_Vertical,MOLEX,0026604090,J110 spare (N/C),https://jlcpcb.com/partdetail/MOLEX-0026604090/C17420444,
J112,1,J112 xformer 9.8VAC (Wht-Grn),Connector_Molex:Molex_KK-396_A-41791-0005_1x05_P3.96mm_Vertical,MOLEX,26604050,J112 xformer 9.8VAC (Wht-Grn),https://jlcpcb.com/partdetail/C505166,
J114,1,"J114 +12V/+5V/GND to CPU J210, Fliptronic J904, 8-driver",Connector_Molex:Molex_KK-396_A-41791-0007_1x07_P3.96mm_Vertical,MOLEX,26604070,"J114 +12V/+5V/GND to CPU J210, Fliptronic J904, 8-driver",https://jlcpcb.com/partdetail/C587091,
J116,1,J116 +12V power (unregulated) / GND / +5V to coin door,Connector_Molex:Molex_KK-396_A-41791-0004_1x04_P3.96mm_Vertical,MOLEX,26604040,J116 +12V power (unregulated) / GND / +5V to coin door,https://jlcpcb.com/partdetail/C240824,
J117,1,J117 +12V power (unregulated) / GND / +5V to DMD controller,Connector_Molex:Molex_KK-396_A-41791-0004_1x04_P3.96mm_Vertical,MOLEX,26604040,J117 +12V power (unregulated) / GND / +5V to DMD controller,https://jlcpcb.com/partdetail/C240824,
J118,1,"J118 +12V power (unregulated) / GND / +5V to playfield boards (optos, gun motors)",Connector_Molex:Molex_KK-396_A-41791-0004_1x04_P3.96mm_Vertical,MOLEX,26604040,"J118 +12V power (unregulated) / GND / +5V to playfield boards (optos, gun motors)",https://jlcpcb.com/partdetail/C240824,
L1,1,10uH,Inductor_SMD:L_Bourns_SRP1245A,BOURNS,SRP1265A-100M,10 uH buck-boost inductor; 15.5 A saturation rating,https://jlcpcb.com/partdetail/BOURNS-SRP1265A100M/C840531,
L2,1,10uH,Inductor_SMD:L_Bourns_SRP1245A,BOURNS,SRP1265A-100M,10 uH buck-boost inductor; 15.5 A saturation rating,https://jlcpcb.com/partdetail/BOURNS-SRP1265A100M/C840531,
LED1,1,LED red,LED_SMD:LED_0805_2012Metric,Foshan NationStar Optoelectronics,NCD0805R1,"LED red 0805, +12V indicator",https://jlcpcb.com/partdetail/85425-NCD0805R1/C84256,
LED2,1,LED red,LED_SMD:LED_0805_2012Metric,Foshan NationStar Optoelectronics,NCD0805R1,"LED red 0805, +12V fused indicator",https://jlcpcb.com/partdetail/85425-NCD0805R1/C84256,
LED4,1,LED red,LED_SMD:LED_0805_2012Metric,Foshan NationStar Optoelectronics,NCD0805R1,"LED red 0805, +5V indicator",https://jlcpcb.com/partdetail/85425-NCD0805R1/C84256,
LED5,1,LED red,LED_SMD:LED_0805_2012Metric,Foshan NationStar Optoelectronics,NCD0805R1,"LED red 0805, +20V indicator",https://jlcpcb.com/partdetail/85425-NCD0805R1/C84256,
LED6,1,LED red,LED_SMD:LED_0805_2012Metric,Foshan NationStar Optoelectronics,NCD0805R1,"LED red 0805, +18V indicator",https://jlcpcb.com/partdetail/85425-NCD0805R1/C84256,
LED7,1,LED red,LED_SMD:LED_0805_2012Metric,Foshan NationStar Optoelectronics,NCD0805R1,"LED red 0805, +12VU indicator",https://jlcpcb.com/partdetail/85425-NCD0805R1/C84256,
R192,1,470,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F4700T5E,LED series resistor 470 ohm 1% 125 mW,https://jlcpcb.com/partdetail/C17710,
R193,1,1K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1001T5E,LED series resistor 1K,https://jlcpcb.com/partdetail/18201-0805W8F1001T5E/C17513,
R194,1,1.5K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1501T5E,LED series resistor 1.5K,https://jlcpcb.com/partdetail/4717-0805W8F1501T5E/C4310,
R196,1,1.5K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1501T5E,LED series resistor 1.5K,https://jlcpcb.com/partdetail/4717-0805W8F1501T5E/C4310,
R250,1,1.5K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1501T5E,LED series resistor 1.5K,https://jlcpcb.com/partdetail/4717-0805W8F1501T5E/C4310,
R251,1,1.5K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1501T5E,LED series resistor 1.5K,https://jlcpcb.com/partdetail/4717-0805W8F1501T5E/C4310,
R259,1,15K,Resistor_SMD:R_2512_6332Metric,YAGEO,RC2512JK-0715KL,Resistor 15K 1 W 2512 bleeder (parallel to R260),https://jlcpcb.com/partdetail/YAGEO-RC2512JK0715KL/C1882622,
R260,1,15K,Resistor_SMD:R_2512_6332Metric,YAGEO,RC2512JK-0715KL,Resistor 15K 1 W 2512 bleeder (R259 || R260 = 7.5 k on ~72 V),https://jlcpcb.com/partdetail/YAGEO-RC2512JK0715KL/C1882622,
R261,1,118K,Resistor_SMD:R_0805_2012Metric,YAGEO,RC0805FR-07118KL,"TPS552892 UVLO upper resistor; 1.23 V EN reference, 5 uA hysteresis",https://jlcpcb.com/partdetail/YAGEO-RC0805FR07118KL/C274001,
R262,1,29.4K,Resistor_SMD:R_0805_2012Metric,YAGEO,RC0805FR-0729K4L,TPS552892 UVLO lower resistor,https://jlcpcb.com/partdetail/YAGEO-RC0805FR0729K4L/C273956,
R263,1,49.9K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F4992T5E,"395 kHz nominal, TI equation 3",https://jlcpcb.com/partdetail/C17719,
R264,1,6.65K,Resistor_SMD:R_0805_2012Metric,YAGEO,RT0805BRD076K65L,Feedback upper resistor; 1.2 V reference; sense after output shunt,https://jlcpcb.com/partdetail/C865625,
R265,1,2.1K,Resistor_SMD:R_0805_2012Metric,YAGEO,RT0805BRD072K1L,0.1% feedback lower resistor,https://jlcpcb.com/partdetail/YAGEO-RT0805BRD072K1L/C865367,
R266,1,33.2K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F3322T5E,Outer voltage-loop compensation resistor,https://jlcpcb.com/partdetail/C37252,
R267,1,130K,Resistor_SMD:R_0805_2012Metric,YAGEO,RC0805FR-07130KL,"TPS552892 UVLO upper resistor; 1.23 V EN reference, 5 uA hysteresis",https://jlcpcb.com/partdetail/YAGEO-RC0805FR07130KL/C483008,
R268,1,20K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F2002T5E,TPS552892 UVLO lower resistor,https://jlcpcb.com/partdetail/4735-0805W8F2002T5E/C4328,
R269,1,49.9K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F4992T5E,"395 kHz nominal, TI equation 3",https://jlcpcb.com/partdetail/C17719,
R270,1,18K,Resistor_SMD:R_0805_2012Metric,YAGEO,RT0805BRD0718KL,Feedback upper resistor; 1.2 V reference; sense after output shunt,https://jlcpcb.com/partdetail/C706223,
R271,1,2K,Resistor_SMD:R_0805_2012Metric,YAGEO,RT0805BRD072KL,0.1% feedback lower resistor,https://jlcpcb.com/partdetail/C865384,
R272,1,42.2K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F4222T5E,Outer voltage-loop compensation resistor,https://jlcpcb.com/partdetail/C17686,
R326,1,13m,Resistor_SMD:R_2512_6332Metric,YAGEO,RL2512FK-070R013L,"1 W, 1% output-current shunt; Kelvin ISP/ISN routing",https://jlcpcb.com/partdetail/C705606,
R327,1,33m,Resistor_SMD:R_2512_6332Metric,YAGEO,RL2512FK-070R033L,"1 W, 1% output-current shunt; Kelvin ISP/ISN routing",https://jlcpcb.com/partdetail/C705608,
TP1,1,TP1 +12VU,TestPoint:TestPoint_THTPad_D2.0mm_Drill1.0mm,,,Test point +12VU,,
TP2,1,TP2 +5V,TestPoint:TestPoint_THTPad_D2.0mm_Drill1.0mm,,,Test point +5V,,
