Refs,Qty,Value,Footprint,Manufacturer,MPN,Description,Link,DNP
C30,1,10000uF 35V,Capacitor_THT:CP_Radial_D26.0mm_P10.00mm_SnapIn,TDK,B41252A7109M000,"Capacitor 10000 uF 35 V snap-in 25.4x45 mm, 10 mm pitch, 6.0 mm leads, PVC sleeve, 105C; permissible ripple 7.89 A at 60C / 120 Hz; local ambient <=60C design condition",https://product.tdk.com/en/search/capacitor/aluminum-electrolytic/snap_multi_large/info?part_no=B41252A7109M000,
C32,1,2200uF 100V,Capacitor_THT:CP_Radial_D25.0mm_P10.00mm_SnapIn,Nichicon,LLS2A222MELA,Capacitor 2200 uF 100 V snap-in 25x40 mm,https://www.digikey.com/en/products/detail/nichicon/LLS2A222MELA/2548962,
C33,1,10uF,Capacitor_SMD:C_1210_3225Metric,Samsung,CL32B106KBJNNWE,Input capacitor 10 uF 50 V X7R 1210,https://www.digikey.com/en/products/detail/samsung-electro-mechanics/CL32B106KBJNNWE/3889046,
C34,1,10uF,Capacitor_SMD:C_1210_3225Metric,Samsung,CL32B106KBJNNWE,Input capacitor 10 uF 50 V X7R 1210,https://www.digikey.com/en/products/detail/samsung-electro-mechanics/CL32B106KBJNNWE/3889046,
C35,1,100nF,Capacitor_SMD:C_0805_2012Metric,Samsung,CL21B104KBCNNNC,Bootstrap 100 nF,https://www.digikey.com/en/products/detail/samsung-electro-mechanics/CL21B104KBCNNNC/3886661,
C36,1,33nF,Capacitor_SMD:C_0805_2012Metric,KEMET,C0805C333K5RACTU,"Compensation Cc 33nF (zero at the modulator pole, eq. 49)",https://search.kemet.com/download/specsheet/C0805C333K5RACTU,
C37,1,470pF,Capacitor_SMD:C_0805_2012Metric,KEMET,C0805C471J5GACTU,"Compensation Cp 470pF (ESR-zero cancellation, eq. 50)",https://search.kemet.com/download/specsheet/C0805C471J5GACTU,
C38,1,10uF,Capacitor_SMD:C_1210_3225Metric,Samsung,CL32B106KBJNNWE,Output capacitor 10 uF 50 V X7R 1210,https://www.digikey.com/en/products/detail/samsung-electro-mechanics/CL32B106KBJNNWE/3889046,
C39,1,10uF,Capacitor_SMD:C_1210_3225Metric,Samsung,CL32B106KBJNNWE,Input capacitor 10 uF 50 V X7R 1210,https://www.digikey.com/en/products/detail/samsung-electro-mechanics/CL32B106KBJNNWE/3889046,
C40,1,10uF,Capacitor_SMD:C_1210_3225Metric,Samsung,CL32B106KBJNNWE,Input capacitor 10 uF 50 V X7R 1210,https://www.digikey.com/en/products/detail/samsung-electro-mechanics/CL32B106KBJNNWE/3889046,
C41,1,100nF,Capacitor_SMD:C_0805_2012Metric,Samsung,CL21B104KBCNNNC,Bootstrap 100 nF,https://www.digikey.com/en/products/detail/samsung-electro-mechanics/CL21B104KBCNNNC/3886661,
C42,1,100nF,Capacitor_SMD:C_0805_2012Metric,Samsung,CL21B104KBCNNNC,"Compensation Cc 100nF (zero at the modulator pole, eq. 49)",https://www.digikey.com/en/products/detail/samsung-electro-mechanics/CL21B104KBCNNNC/3886661,
C43,1,390pF,Capacitor_SMD:C_0805_2012Metric,KEMET,C0805C391J5GACTU,"Compensation Cp 390pF (ESR-zero cancellation, eq. 50)",https://search.kemet.com/download/specsheet/C0805C391J5GACTU,
C44,1,10uF,Capacitor_SMD:C_1210_3225Metric,Samsung,CL32B106KBJNNWE,Output capacitor 10 uF 50 V X7R 1210,https://www.digikey.com/en/products/detail/samsung-electro-mechanics/CL32B106KBJNNWE/3889046,
D36,1,B560C,Diode_SMD:D_SMC,Diodes Inc,B560C-13-F,Catch diode B560C 5 A 60 V Schottky SMC,https://www.digikey.com/en/products/detail/diodes-incorporated/B560C-13-F/768773,
D37,1,B560C,Diode_SMD:D_SMC,Diodes Inc,B560C-13-F,Catch diode B560C 5 A 60 V Schottky SMC,https://www.digikey.com/en/products/detail/diodes-incorporated/B560C-13-F/768773,
D101,1,STPS20M100ST,wpc_cost:TO220_Schottky_AKA_5772,STMicroelectronics,STPS20M100ST,"Schottky rectifier 100 V 20 A TO-220AB, physical leads A-K-A; individual 577202B00000G heatsink required",https://www.digikey.com/en/products/detail/stmicroelectronics/STPS20M100ST/2122463,
D102,1,STPS20M100ST,wpc_cost:TO220_Schottky_AKA_5772,STMicroelectronics,STPS20M100ST,"Schottky rectifier 100 V 20 A TO-220AB, physical leads A-K-A; individual 577202B00000G heatsink required",https://www.digikey.com/en/products/detail/stmicroelectronics/STPS20M100ST/2122463,
D103,1,STPS20M100ST,wpc_cost:TO220_Schottky_AKA_5772,STMicroelectronics,STPS20M100ST,"Schottky rectifier 100 V 20 A TO-220AB, physical leads A-K-A; individual 577202B00000G heatsink required",https://www.digikey.com/en/products/detail/stmicroelectronics/STPS20M100ST/2122463,
D104,1,STPS20M100ST,wpc_cost:TO220_Schottky_AKA_5772,STMicroelectronics,STPS20M100ST,"Schottky rectifier 100 V 20 A TO-220AB, physical leads A-K-A; individual 577202B00000G heatsink required",https://www.digikey.com/en/products/detail/stmicroelectronics/STPS20M100ST/2122463,
D105,1,STPS20M100S,wpc_cost:D2PAK_Schottky_AKA,STMicroelectronics,STPS20M100SG-TR,"Schottky rectifier 100 V 20 A D2PAK - discrete bridge element +5V raw supply, AC_A -> +",https://www.digikey.com/en/products/detail/stmicroelectronics/STPS20M100SG-TR/2122461,
D106,1,STPS20M100S,wpc_cost:D2PAK_Schottky_AKA,STMicroelectronics,STPS20M100SG-TR,"Schottky rectifier 100 V 20 A D2PAK - discrete bridge element +5V raw supply, AC_B -> +",https://www.digikey.com/en/products/detail/stmicroelectronics/STPS20M100SG-TR/2122461,
D107,1,STPS20M100S,wpc_cost:D2PAK_Schottky_AKA,STMicroelectronics,STPS20M100SG-TR,"Schottky rectifier 100 V 20 A D2PAK - discrete bridge element +5V raw supply, GND -> AC_A",https://www.digikey.com/en/products/detail/stmicroelectronics/STPS20M100SG-TR/2122461,
D108,1,STPS20M100S,wpc_cost:D2PAK_Schottky_AKA,STMicroelectronics,STPS20M100SG-TR,"Schottky rectifier 100 V 20 A D2PAK - discrete bridge element +5V raw supply, GND -> AC_B",https://www.digikey.com/en/products/detail/stmicroelectronics/STPS20M100SG-TR/2122461,
D109,1,STPS20M100S,wpc_cost:D2PAK_Schottky_AKA,STMicroelectronics,STPS20M100SG-TR,"Schottky rectifier 100 V 20 A D2PAK - discrete bridge element +20V flashlamp supply, AC_A -> +",https://www.digikey.com/en/products/detail/stmicroelectronics/STPS20M100SG-TR/2122461,
D110,1,STPS20M100S,wpc_cost:D2PAK_Schottky_AKA,STMicroelectronics,STPS20M100SG-TR,"Schottky rectifier 100 V 20 A D2PAK - discrete bridge element +20V flashlamp supply, AC_B -> +",https://www.digikey.com/en/products/detail/stmicroelectronics/STPS20M100SG-TR/2122461,
D111,1,STPS20M100S,wpc_cost:D2PAK_Schottky_AKA,STMicroelectronics,STPS20M100SG-TR,"Schottky rectifier 100 V 20 A D2PAK - discrete bridge element +20V flashlamp supply, GND -> AC_A",https://www.digikey.com/en/products/detail/stmicroelectronics/STPS20M100SG-TR/2122461,
D112,1,STPS20M100S,wpc_cost:D2PAK_Schottky_AKA,STMicroelectronics,STPS20M100SG-TR,"Schottky rectifier 100 V 20 A D2PAK - discrete bridge element +20V flashlamp supply, GND -> AC_B",https://www.digikey.com/en/products/detail/stmicroelectronics/STPS20M100SG-TR/2122461,
D113,1,STPS20M100S,wpc_cost:D2PAK_Schottky_AKA,STMicroelectronics,STPS20M100SG-TR,"Schottky rectifier 100 V 20 A D2PAK - discrete bridge element +12V POWER, AC_A -> +",https://www.digikey.com/en/products/detail/stmicroelectronics/STPS20M100SG-TR/2122461,
D114,1,STPS20M100S,wpc_cost:D2PAK_Schottky_AKA,STMicroelectronics,STPS20M100SG-TR,"Schottky rectifier 100 V 20 A D2PAK - discrete bridge element +12V POWER, AC_B -> +",https://www.digikey.com/en/products/detail/stmicroelectronics/STPS20M100SG-TR/2122461,
D115,1,STPS20M100S,wpc_cost:D2PAK_Schottky_AKA,STMicroelectronics,STPS20M100SG-TR,"Schottky rectifier 100 V 20 A D2PAK - discrete bridge element +12V POWER, GND -> AC_A",https://www.digikey.com/en/products/detail/stmicroelectronics/STPS20M100SG-TR/2122461,
D116,1,STPS20M100S,wpc_cost:D2PAK_Schottky_AKA,STMicroelectronics,STPS20M100SG-TR,"Schottky rectifier 100 V 20 A D2PAK - discrete bridge element +12V POWER, GND -> AC_B",https://www.digikey.com/en/products/detail/stmicroelectronics/STPS20M100SG-TR/2122461,
F103,1,3A S.B.,Fuse:Fuseholder_Clip-5x20mm_Keystone_3517_Inline_P23.11x6.76mm_D1.70mm_Horizontal,Littelfuse,0239003.MXP,"Fuse 3 A Slo-Blo 5x20 mm (Keystone 3517 clips), +50V to J107-1 sol 25-28 / 8-driver",https://www.digikey.com/en/products/detail/littelfuse-inc/0239003-MXP/778224,
F104,1,3A S.B.,Fuse:Fuseholder_Clip-5x20mm_Keystone_3517_Inline_P23.11x6.76mm_D1.70mm_Horizontal,Littelfuse,0239003.MXP,"Fuse 3 A Slo-Blo 5x20 mm (Keystone 3517 clips), +50V to J107-2 sol 9-16",https://www.digikey.com/en/products/detail/littelfuse-inc/0239003-MXP/778224,
F105,1,3A S.B.,Fuse:Fuseholder_Clip-5x20mm_Keystone_3517_Inline_P23.11x6.76mm_D1.70mm_Horizontal,Littelfuse,0239003.MXP,"Fuse 3 A Slo-Blo 5x20 mm (Keystone 3517 clips), +50V to J107-3 sol 1-8",https://www.digikey.com/en/products/detail/littelfuse-inc/0239003-MXP/778224,
F111,1,5A S.B.,Fuse:Fuseholder_Clip-5x20mm_Keystone_3517_Inline_P23.11x6.76mm_D1.70mm_Horizontal,Littelfuse,0239005.MXP,"Fuse 5A S.B. 5x20 mm (Keystone 3517 clips), +20V flashlamp supply",https://www.digikey.com/en/products/detail/littelfuse-inc/0239005-MXP/778232,
F112,1,7A S.B.,Fuse:Fuseholder_Clip-5x20mm_Keystone_3517_Inline_P23.11x6.76mm_D1.70mm_Horizontal,Littelfuse,0239007.MXP,"Fuse 7A S.B. 5x20 mm (Keystone 3517 clips), +50V solenoid supply (51 VAC winding -> ~70 V DC, 78 V peak unloaded)",https://www.digikey.com/en/products/detail/littelfuse-inc/0239007.MXP/778234,
F113,1,5A S.B.,Fuse:Fuseholder_Clip-5x20mm_Keystone_3517_Inline_P23.11x6.76mm_D1.70mm_Horizontal,Littelfuse,0239005.MXP,"Fuse 5A S.B. 5x20 mm (Keystone 3517 clips), +5V raw supply (9VAC)",https://www.digikey.com/en/products/detail/littelfuse-inc/0239005-MXP/778232,
F114,1,8A,Fuse:Fuseholder_Clip-5x20mm_Keystone_3517_Inline_P23.11x6.76mm_D1.70mm_Horizontal,Littelfuse,0217008.MXP,"Fuse 8A 5x20 mm (Keystone 3517 clips), +18V lamp matrix supply (13.3 VAC); also feeds the +12V digital buck U21",https://www.digikey.com/en/products/detail/littelfuse-inc/0217008-MXP/777551,
F115,1,3/4A S.B.,Fuse:Fuseholder_Clip-5x20mm_Keystone_3517_Inline_P23.11x6.76mm_D1.70mm_Horizontal,Littelfuse,0239.750MXP,"Fuse 3/4 A Slo-Blo 5x20 mm (Keystone 3517 clips), +12V switch matrix",https://www.digikey.com/en/products/result?keywords=0239.750MXP,
F116,1,3A S.B.,Fuse:Fuseholder_Clip-5x20mm_Keystone_3517_Inline_P23.11x6.76mm_D1.70mm_Horizontal,Littelfuse,0239003.MXP,"Fuse 3A S.B. 5x20 mm (Keystone 3517 clips), +12V POWER (unregulated, 9.8VAC): motors, optos, coin door, DMD - J116/J117/J118",https://www.digikey.com/en/products/detail/littelfuse-inc/0239003-MXP/778224,
J101,1,J101 xformer 9VAC (Red) / 13VAC (Blu-Wht),Connector_Molex:Molex_KK-396_A-41791-0007_1x07_P3.96mm_Vertical,Molex,0026604070,J101 xformer 9VAC (Red) / 13VAC (Blu-Wht),https://www.digikey.com/en/products/result?keywords=0026604070,
J102,1,J102 xformer 16VAC (Wht-Red) / solenoid ~51VAC (Blk-Yel),Connector_Molex:Molex_KK-396_A-41791-0009_1x09_P3.96mm_Vertical,Molex,0026604090,J102 xformer 16VAC (Wht-Red) / solenoid ~51VAC (Blk-Yel),https://www.digikey.com/en/products/detail/molex/0026604090/79784,
J103,1,"J103 ground to 8-driver board (all four pins grounded as on A-12697 sheet 1, no key)",Connector_Molex:Molex_KK-396_A-41791-0004_1x04_P3.96mm_Vertical,Molex,0026604040,"J103 ground to 8-driver board (all four pins grounded as on A-12697 sheet 1, no key)",https://www.digikey.com/en/products/result?keywords=0026604040,
J104,1,"J104 fused 51VAC (F112, pins 1/2) to Fliptronic II J901 and fused 16VAC (F111, pins 4/5), as A-12697 sheet 1",Connector_Molex:Molex_KK-396_A-41791-0005_1x05_P3.96mm_Vertical,Molex,0026604050,"J104 fused 51VAC (F112, pins 1/2) to Fliptronic II J901 and fused 16VAC (F111, pins 4/5), as A-12697 sheet 1",https://www.digikey.com/en/products/result?keywords=0026604050,
J106,1,"J106 +20V to backbox flashlamps (pins 1-4 open, key 4)",Connector_Molex:Molex_KK-396_A-41791-0005_1x05_P3.96mm_Vertical,Molex,0026604050,"J106 +20V to backbox flashlamps (pins 1-4 open, key 4)",https://www.digikey.com/en/products/result?keywords=0026604050,
J107,1,"J107 +50V (F103/F104/F105) and +20V (pins 5,6) to playfield",Connector_Molex:Molex_KK-396_A-41791-0006_1x06_P3.96mm_Vertical,Molex,0026604060,"J107 +50V (F103/F104/F105) and +20V (pins 5,6) to playfield",https://www.digikey.com/en/products/result?keywords=0026604060,
J108,1,J108 +50V (F103/F104/F105) to cabinet (N/C on STTNG),Connector_Molex:Molex_KK-396_A-41791-0003_1x03_P3.96mm_Vertical,Molex,0026604030,J108 +50V (F103/F104/F105) to cabinet (N/C on STTNG),https://www.digikey.com/en/products/result?keywords=0026604030,
J109,1,J109 spare (N/C),Connector_Molex:Molex_KK-396_A-41791-0007_1x07_P3.96mm_Vertical,Molex,0026604070,J109 spare (N/C),https://www.digikey.com/en/products/result?keywords=0026604070,
J110,1,J110 spare (N/C),Connector_Molex:Molex_KK-396_A-41791-0009_1x09_P3.96mm_Vertical,Molex,0026604090,J110 spare (N/C),https://www.digikey.com/en/products/detail/molex/0026604090/79784,
J112,1,J112 xformer 9.8VAC (Wht-Grn),Connector_Molex:Molex_KK-396_A-41791-0005_1x05_P3.96mm_Vertical,Molex,0026604050,J112 xformer 9.8VAC (Wht-Grn),https://www.digikey.com/en/products/result?keywords=0026604050,
J114,1,"J114 +12V/+5V/GND to CPU J210, Fliptronic J904, 8-driver",Connector_Molex:Molex_KK-396_A-41791-0007_1x07_P3.96mm_Vertical,Molex,0026604070,"J114 +12V/+5V/GND to CPU J210, Fliptronic J904, 8-driver",https://www.digikey.com/en/products/result?keywords=0026604070,
J116,1,J116 +12V power (unregulated) / GND / +5V to coin door,Connector_Molex:Molex_KK-396_A-41791-0004_1x04_P3.96mm_Vertical,Molex,0026604040,J116 +12V power (unregulated) / GND / +5V to coin door,https://www.digikey.com/en/products/result?keywords=0026604040,
J117,1,J117 +12V power (unregulated) / GND / +5V to DMD controller,Connector_Molex:Molex_KK-396_A-41791-0004_1x04_P3.96mm_Vertical,Molex,0026604040,J117 +12V power (unregulated) / GND / +5V to DMD controller,https://www.digikey.com/en/products/result?keywords=0026604040,
J118,1,"J118 +12V power (unregulated) / GND / +5V to playfield boards (optos, gun motors)",Connector_Molex:Molex_KK-396_A-41791-0004_1x04_P3.96mm_Vertical,Molex,0026604040,"J118 +12V power (unregulated) / GND / +5V to playfield boards (optos, gun motors)",https://www.digikey.com/en/products/result?keywords=0026604040,
L1,1,10uH,Inductor_SMD:L_Bourns_SRP1245A,Bourns,SRP1265A-100M,Inductor 10 uH 10 A (SRP1265A-100M),https://www.digikey.com/en/products/detail/bourns-inc/SRP1265A-100M/4876620,
L2,1,10uH,Inductor_SMD:L_Bourns_SRP1245A,Bourns,SRP1265A-100M,Inductor 10 uH 10 A (SRP1265A-100M),https://www.digikey.com/en/products/detail/bourns-inc/SRP1265A-100M/4876620,
LED1,1,LED red,LED_SMD:LED_0805_2012Metric,Lite-On,LTST-C170KRKT,"LED red 0805, +12V indicator",https://www.digikey.com/en/products/detail/liteon/LTST-C170KRKT/386779,
LED2,1,LED red,LED_SMD:LED_0805_2012Metric,Lite-On,LTST-C170KRKT,"LED red 0805, +12V fused indicator",https://www.digikey.com/en/products/detail/liteon/LTST-C170KRKT/386779,
LED4,1,LED red,LED_SMD:LED_0805_2012Metric,Lite-On,LTST-C170KRKT,"LED red 0805, +5V indicator",https://www.digikey.com/en/products/detail/liteon/LTST-C170KRKT/386779,
LED5,1,LED red,LED_SMD:LED_0805_2012Metric,Lite-On,LTST-C170KRKT,"LED red 0805, +20V indicator",https://www.digikey.com/en/products/detail/liteon/LTST-C170KRKT/386779,
LED6,1,LED red,LED_SMD:LED_0805_2012Metric,Lite-On,LTST-C170KRKT,"LED red 0805, +18V indicator",https://www.digikey.com/en/products/detail/liteon/LTST-C170KRKT/386779,
LED7,1,LED red,LED_SMD:LED_0805_2012Metric,Lite-On,LTST-C170KRKT,"LED red 0805, +12VU indicator",https://www.digikey.com/en/products/detail/liteon/LTST-C170KRKT/386779,
R192,1,270,Resistor_SMD:R_0805_2012Metric,Yageo,RC0805FR-07270RL,LED series resistor 270,https://www.digikey.com/en/products/result?keywords=RC0805FR-07270RL,
R193,1,1K,Resistor_SMD:R_0805_2012Metric,Yageo,RC0805FR-071KL,LED series resistor 1K,https://www.digikey.com/en/products/result?keywords=RC0805FR-071KL,
R194,1,1.5K,Resistor_SMD:R_0805_2012Metric,Yageo,RC0805FR-071K5L,LED series resistor 1.5K,https://www.digikey.com/en/products/result?keywords=RC0805FR-071K5L,
R196,1,1.5K,Resistor_SMD:R_0805_2012Metric,Yageo,RC0805FR-071K5L,LED series resistor 1.5K,https://www.digikey.com/en/products/result?keywords=RC0805FR-071K5L,
R250,1,1.5K,Resistor_SMD:R_0805_2012Metric,Yageo,RC0805FR-071K5L,LED series resistor 1.5K,https://www.digikey.com/en/products/result?keywords=RC0805FR-071K5L,
R251,1,1.5K,Resistor_SMD:R_0805_2012Metric,Yageo,RC0805FR-071K5L,LED series resistor 1.5K,https://www.digikey.com/en/products/result?keywords=RC0805FR-071K5L,
R259,1,15K,Resistor_SMD:R_2512_6332Metric,Yageo,RC2512JK-0715KL,Resistor 15K 1 W 2512 bleeder (parallel to R260),https://www.digikey.com/en/products/result?keywords=RC2512JK-0715KL,
R260,1,15K,Resistor_SMD:R_2512_6332Metric,Yageo,RC2512JK-0715KL,Resistor 15K 1 W 2512 bleeder (R259 || R260 = 7.5 k on ~72 V),https://www.digikey.com/en/products/result?keywords=RC2512JK-0715KL,
R261,1,118K,Resistor_SMD:R_0805_2012Metric,Yageo,RC0805FR-07118KL,EN/UVLO divider top 118K (start 5.9 V / stop 5.5 V),https://www.digikey.com/en/products/result?keywords=RC0805FR-07118KL,
R262,1,29.4K,Resistor_SMD:R_0805_2012Metric,Yageo,RC0805FR-0729K4L,EN/UVLO divider bottom 29.4K,https://www.digikey.com/en/products/result?keywords=RC0805FR-0729K4L,
R263,1,240K,Resistor_SMD:R_0805_2012Metric,Yageo,RC0805FR-07240KL,RT/CLK 240K -> 405 kHz (Rt = 101756 x fsw^-1.008),https://www.digikey.com/en/products/result?keywords=RC0805FR-07240KL,
R264,1,11.3K,Resistor_SMD:R_0805_2012Metric,Yageo,RT0805BRD0711K3L,"Feedback top 11.3K (Vout = 0.8 V x (1 + Rtop/Rbot), 0.1 % thin film)",https://www.digikey.com/en/products/result?keywords=RT0805BRD0711K3L,
R265,1,2.1K,Resistor_SMD:R_0805_2012Metric,Yageo,RT0805BRD072K1L,"Feedback bottom 2.1K, 0.1 % thin film",https://www.digikey.com/en/products/result?keywords=RT0805BRD072K1L,
R266,1,33.2K,Resistor_SMD:R_0805_2012Metric,Yageo,RC0805FR-0733K2L,Compensation Rc 33.2K (TPS54360B eq. 48),https://www.digikey.com/en/products/result?keywords=RC0805FR-0733K2L,
R267,1,130K,Resistor_SMD:R_0805_2012Metric,Yageo,RC0805FR-07130KL,EN/UVLO divider top 130K (start 8.8 V / stop 8.4 V),https://www.digikey.com/en/products/result?keywords=RC0805FR-07130KL,
R268,1,20K,Resistor_SMD:R_0805_2012Metric,Yageo,RC0805FR-0720KL,EN/UVLO divider bottom 20K,https://www.digikey.com/en/products/result?keywords=RC0805FR-0720KL,
R269,1,240K,Resistor_SMD:R_0805_2012Metric,Yageo,RC0805FR-07240KL,RT/CLK 240K -> 405 kHz (Rt = 101756 x fsw^-1.008),https://www.digikey.com/en/products/result?keywords=RC0805FR-07240KL,
R270,1,28K,Resistor_SMD:R_0805_2012Metric,Yageo,RC0805FR-0728KL,Feedback top 28K (Vout = 0.8 V x (1 + Rtop/Rbot)),https://www.digikey.com/en/products/result?keywords=RC0805FR-0728KL,
R271,1,2K,Resistor_SMD:R_0805_2012Metric,Yageo,RC0805FR-072KL,Feedback bottom 2K,https://www.digikey.com/en/products/result?keywords=RC0805FR-072KL,
R272,1,42.2K,Resistor_SMD:R_0805_2012Metric,Yageo,RC0805FR-0742K2L,Compensation Rc 42.2K (TPS54360B eq. 48),https://www.digikey.com/en/products/result?keywords=RC0805FR-0742K2L,
TP1,1,TP1 +12VU,TestPoint:TestPoint_THTPad_D2.0mm_Drill1.0mm,,,Test point +12VU,,
TP2,1,TP2 +5V,TestPoint:TestPoint_THTPad_D2.0mm_Drill1.0mm,,,Test point +5V,,
TP3,1,TP3 +12V,TestPoint:TestPoint_THTPad_D2.0mm_Drill1.0mm,,,Test point +12V regulated,,
TP5,1,TP5 GND,TestPoint:TestPoint_THTPad_D2.0mm_Drill1.0mm,,,Test point GND,,
TP6,1,TP6 +50V,TestPoint:TestPoint_THTPad_D2.0mm_Drill1.0mm,,,Test point +50V,,
TP7,1,TP7 +20V,TestPoint:TestPoint_THTPad_D2.0mm_Drill1.0mm,,,Test point +20V,,
TP8,1,TP8 +18V,TestPoint:TestPoint_THTPad_D2.0mm_Drill1.0mm,,,Test point +18V,,
TP9,1,TP9 +5V_RAW,TestPoint:TestPoint_THTPad_D2.0mm_Drill1.0mm,,,Test point +5V raw (buck input),,
U20,1,TPS54360BDDAR,Package_SO:Texas_HSOP-8-1EP_3.9x4.9mm_P1.27mm,Texas Instruments,TPS54360BDDAR,+5.1 V 3 A buck converter,https://www.digikey.com/en/products/detail/texas-instruments/TPS54360BDDAR/10434703,
U21,1,TPS54360BDDAR,Package_SO:Texas_HSOP-8-1EP_3.9x4.9mm_P1.27mm,Texas Instruments,TPS54360BDDAR,+12.0 V 2 A buck converter,https://www.digikey.com/en/products/detail/texas-instruments/TPS54360BDDAR/10434703,
B6,1,100nF,Capacitor_SMD:C_0805_2012Metric,Samsung,CL21B104KBCNNNC,Bypass 100 nF 50 V X7R 0805,https://www.digikey.com/en/products/detail/samsung-electro-mechanics/CL21B104KBCNNNC/3886661,
B9,1,100nF,Capacitor_SMD:C_0805_2012Metric,Samsung,CL21B104KBCNNNC,Bypass 100 nF 50 V X7R 0805,https://www.digikey.com/en/products/detail/samsung-electro-mechanics/CL21B104KBCNNNC/3886661,
C21,1,10nF,Capacitor_SMD:C_0805_2012Metric,KEMET,C0805C103K5RACTU,Capacitor 10 nF (ZC filter),https://search.kemet.com/download/specsheet/C0805C103K5RACTU,
J111,1,"J111 G.I. latch spare bits T5-T7 (GPIO as on the original board, e.g. shot-clock drive; N/C on STTNG)",Connector_Molex:Molex_KK-254_AE-6410-05A_1x05_P2.54mm_Vertical,Molex,0022232051,"J111 G.I. latch spare bits T5-T7 (GPIO as on the original board, e.g. shot-clock drive; N/C on STTNG)",https://www.digikey.com/en/products/result?keywords=0022232051,
J113,1,34-pin ribbon to CPU J211,wpc_cost:3M_N2534_6002_RB,3M,N2534-6002-RB,J113 34-pin 2x17 box header (ribbon to CPU J211),https://www.digikey.com/en/products/detail/3m/N2534-6002-RB/755183,
LED3,1,LED red (ZC),LED_SMD:LED_0805_2012Metric,Lite-On,LTST-C170KRKT,"LED red 0805, zero-cross activity",https://www.digikey.com/en/products/detail/liteon/LTST-C170KRKT/386779,
R3,1,10K,Resistor_SMD:R_0805_2012Metric,Yageo,RC0805FR-0710KL,"Resistor 10K 1% 0.125 W, 0805",https://www.digikey.com/en/products/result?keywords=RC0805FR-0710KL,
