Designator,Parent,Quantity_per_board,Value,MPN,Manufacturer,Footprint,JLCPCB_part,Library,Assembly,Assembly_note
R172,R172,1,0.22R,PT2512FK-070R22L,YAGEO,Resistor_SMD:R_2512_6332Metric,C875839,Extended,SMT,
R173,R173,1,0.22R,PT2512FK-070R22L,YAGEO,Resistor_SMD:R_2512_6332Metric,C875839,Extended,SMT,
R174,R174,1,0.22R,PT2512FK-070R22L,YAGEO,Resistor_SMD:R_2512_6332Metric,C875839,Extended,SMT,
R175,R175,1,0.22R,PT2512FK-070R22L,YAGEO,Resistor_SMD:R_2512_6332Metric,C875839,Extended,SMT,
R176,R176,1,1.5K,0805W8F1501T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C4310,Basic,SMT,
R177,R177,1,1K,0805W8F1001T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17513,Basic,SMT,
R178,R178,1,1.5K,0805W8F1501T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C4310,Basic,SMT,
R179,R179,1,1K,0805W8F1001T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17513,Basic,SMT,
R180,R180,1,1.5K,0805W8F1501T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C4310,Basic,SMT,
R181,R181,1,1K,0805W8F1001T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17513,Basic,SMT,
R182,R182,1,1.5K,0805W8F1501T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C4310,Basic,SMT,
R183,R183,1,1K,0805W8F1001T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17513,Basic,SMT,
R184,R184,1,1.5K,0805W8F1501T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C4310,Basic,SMT,
R185,R185,1,1K,0805W8F1001T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17513,Basic,SMT,
R186,R186,1,1.5K,0805W8F1501T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C4310,Basic,SMT,
R187,R187,1,1K,0805W8F1001T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17513,Basic,SMT,
R188,R188,1,1.5K,0805W8F1501T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C4310,Basic,SMT,
R189,R189,1,1K,0805W8F1001T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17513,Basic,SMT,
R190,R190,1,1.5K,0805W8F1501T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C4310,Basic,SMT,
R191,R191,1,1K,0805W8F1001T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17513,Basic,SMT,
R192,R192,1,470,0805W8F4700T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17710,Basic,SMT,
R193,R193,1,1K,0805W8F1001T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17513,Basic,SMT,
R194,R194,1,1.5K,0805W8F1501T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C4310,Basic,SMT,
R196,R196,1,1.5K,0805W8F1501T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C4310,Basic,SMT,
R197,R197,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT,
R206,R206,1,27K,0805W8F2702T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17593,Basic,SMT,
R250,R250,1,1.5K,0805W8F1501T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C4310,Basic,SMT,
R251,R251,1,1.5K,0805W8F1501T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C4310,Basic,SMT,
R253,R253,1,1.5K,0805W8F1501T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C4310,Basic,SMT,
R254,R254,1,1.5K,0805W8F1501T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C4310,Basic,SMT,
R255,R255,1,1.5K,0805W8F1501T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C4310,Basic,SMT,
R256,R256,1,1.5K,0805W8F1501T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C4310,Basic,SMT,
R259,R259,1,15K,RC2512JK-0715KL,YAGEO,Resistor_SMD:R_2512_6332Metric,C1882622,Extended,SMT,
R260,R260,1,15K,RC2512JK-0715KL,YAGEO,Resistor_SMD:R_2512_6332Metric,C1882622,Extended,SMT,
R261,R261,1,118K,0805W8F1183T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17427,Extended,SMT,
R262,R262,1,29.4K,RC0805FR-0729K4L,YAGEO,Resistor_SMD:R_0805_2012Metric,C273956,Extended,SMT,
R263,R263,1,49.9K,0805W8F4992T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17719,Extended,SMT,
R264,R264,1,6.65K,RT0805BRD076K65L,YAGEO,Resistor_SMD:R_0805_2012Metric,C865625,Extended,SMT,
R265,R265,1,2.1K,RT0805BRD072K1L,YAGEO,Resistor_SMD:R_0805_2012Metric,C865367,Extended,SMT,
R266,R266,1,33K,0805W8F3302T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17633,Basic,SMT,
R267,R267,1,130K,RC0805FR-07130KL,YAGEO,Resistor_SMD:R_0805_2012Metric,C483008,Extended,SMT,
R268,R268,1,20K,0805W8F2002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C4328,Basic,SMT,
R269,R269,1,49.9K,0805W8F4992T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17719,Extended,SMT,
R270,R270,1,18K,RT0805BRD0718KL,YAGEO,Resistor_SMD:R_0805_2012Metric,C706223,Extended,SMT,
R271,R271,1,2K,RT0805BRD072KL,YAGEO,Resistor_SMD:R_0805_2012Metric,C865384,Extended,SMT,
R272,R272,1,42.2K,0805W8F4222T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17686,Extended,SMT,
R301,R301,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT,
R302,R302,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT,
R303,R303,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT,
R304,R304,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT,
R305,R305,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT,
R306,R306,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT,
R307,R307,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT,
R308,R308,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT,
R310,R310,1,4.7K,0805W8F4701T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17673,Basic,SMT,
R311,R311,1,4.7K,0805W8F4701T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17673,Basic,SMT,
R312,R312,1,4.7K,0805W8F4701T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17673,Basic,SMT,
R313,R313,1,4.7K,0805W8F4701T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17673,Basic,SMT,
R314,R314,1,4.7K,0805W8F4701T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17673,Basic,SMT,
R315,R315,1,4.7K,0805W8F4701T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17673,Basic,SMT,
R316,R316,1,4.7K,0805W8F4701T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17673,Basic,SMT,
R317,R317,1,4.7K,0805W8F4701T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17673,Basic,SMT,
R318,R318,1,4.7K,0805W8F4701T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17673,Basic,SMT,
R319,R319,1,4.7K,0805W8F4701T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17673,Basic,SMT,
R320,R320,1,4.7K,0805W8F4701T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17673,Basic,SMT,
R321,R321,1,4.7K,0805W8F4701T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17673,Basic,SMT,
R322,R322,1,4.7K,0805W8F4701T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17673,Basic,SMT,
R323,R323,1,4.7K,0805W8F4701T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17673,Basic,SMT,
R324,R324,1,4.7K,0805W8F4701T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17673,Basic,SMT,
R325,R325,1,4.7K,0805W8F4701T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17673,Basic,SMT,
R326,R326,1,13m,RL2512FK-070R013L,YAGEO,Resistor_SMD:R_2512_6332Metric,C705606,Extended,SMT,
R327,R327,1,33m,RL2512FK-070R033L,YAGEO,Resistor_SMD:R_2512_6332Metric,C705608,Extended,SMT,
U1,U1,1,74HCT574,SN74HCT574NSR,Texas Instruments,Package_SO:SO-20_5.3x12.6mm_P1.27mm,C2878759,Extended,SMT,
U2,U2,1,74HCT574,SN74HCT574NSR,Texas Instruments,Package_SO:SO-20_5.3x12.6mm_P1.27mm,C2878759,Extended,SMT,
U3,U3,1,74HCT574,SN74HCT574NSR,Texas Instruments,Package_SO:SO-20_5.3x12.6mm_P1.27mm,C2878759,Extended,SMT,
U4,U4,1,74HCT574,SN74HCT574NSR,Texas Instruments,Package_SO:SO-20_5.3x12.6mm_P1.27mm,C2878759,Extended,SMT,
U5,U5,1,74HCT574,SN74HCT574NSR,Texas Instruments,Package_SO:SO-20_5.3x12.6mm_P1.27mm,C2878759,Extended,SMT,
U6,U6,1,LM339DR,LM339DR,Texas Instruments,Package_SO:SOIC-14_3.9x8.7mm_P1.27mm,C7948,Extended,SMT,
U9,U9,1,74HCT240,SN74HCT240NSR,Texas Instruments,Package_SO:SO-20_5.3x12.6mm_P1.27mm,C6772,Extended,SMT,
U10,U10,1,74HCT74,SN74HCT74DR,Texas Instruments,Package_SO:SOIC-14_3.9x8.7mm_P1.27mm,C352961,Extended,SMT,
U11,U11,1,74HCT74,SN74HCT74DR,Texas Instruments,Package_SO:SOIC-14_3.9x8.7mm_P1.27mm,C352961,Extended,SMT,
U12,U12,1,74HCT74,SN74HCT74DR,Texas Instruments,Package_SO:SOIC-14_3.9x8.7mm_P1.27mm,C352961,Extended,SMT,
U13,U13,1,74HCT74,SN74HCT74DR,Texas Instruments,Package_SO:SOIC-14_3.9x8.7mm_P1.27mm,C352961,Extended,SMT,
U15,U15,1,LM339DR,LM339DR,Texas Instruments,Package_SO:SOIC-14_3.9x8.7mm_P1.27mm,C7948,Extended,SMT,
U16,U16,1,LM339DR,LM339DR,Texas Instruments,Package_SO:SOIC-14_3.9x8.7mm_P1.27mm,C7948,Extended,SMT,
U18,U18,1,74HCT574,SN74HCT574NSR,Texas Instruments,Package_SO:SO-20_5.3x12.6mm_P1.27mm,C2878759,Extended,SMT,
U19,U19,1,TBD62083AFWG,"TBD62083AFWG,EL",TOSHIBA,Package_SO:SOIC-18W_7.5x11.6mm_P1.27mm,C165895,Extended,SMT,
U20,U20,1,TPS552872QWRYQRQ1,TPS552872QWRYQRQ1,Texas Instruments,wpc_cost:TI_RYQ0021B_5x3mm,C22397842,Extended,SMT,
U21,U21,1,TPS552872QWRYQRQ1,TPS552872QWRYQRQ1,Texas Instruments,wpc_cost:TI_RYQ0021B_5x3mm,C22397842,Extended,SMT,
W1,W1,1,0R,RC2512JK-070RL,YAGEO,Resistor_SMD:R_2512_6332Metric,C189505,Extended,SMT,
