 time            v(vout)         v(vinf)         v(en)           i(L1)          
 1.19000000e-04 -1.20412090e-10  7.27318646e-03  2.17645830e-02  7.34554894e-10 
 1.20000000e-04 -1.17993191e-10  7.85959404e-03  2.18426863e-02  7.93780069e-10 
 1.21000000e-04 -1.15417545e-10  8.47596180e-03  2.19247835e-02  8.56031273e-10 
 1.22000000e-04 -1.12680938e-10  9.12213176e-03  2.20108537e-02  9.21292556e-10 
 1.23000000e-04 -1.09779429e-10  9.79784006e-03  2.21008622e-02  9.89537273e-10 
 1.24000000e-04 -1.06709339e-10  1.05027271e-02  2.21947610e-02  1.06072911e-09 
 1.25000000e-04 -1.03467243e-10  1.12363484e-02  2.22924912e-02  1.13482317e-09 
 1.26000000e-04 -1.00049956e-10  1.19981858e-02  2.23939838e-02  1.21176712e-09 
 1.27000000e-04 -9.64545206e-11  1.27876587e-02  2.24991616e-02  1.29150233e-09 
 1.28000000e-04 -9.26781878e-11  1.36041352e-02  2.26079403e-02  1.37396497e-09 
 1.29000000e-04 -8.87184034e-11  1.44469420e-02  2.27202304e-02  1.45908704e-09 
 1.30000000e-04 -8.45727912e-11  1.53153747e-02  2.28359379e-02  1.54679739e-09 
 1.31000000e-04 -8.02391366e-11  1.62087062e-02  2.29549659e-02  1.63702258e-09 
 1.32000000e-04 -7.57153716e-11  1.71261951e-02  2.30772157e-02  1.72968774e-09 
 1.33000000e-04 -7.09995604e-11  1.80670923e-02  2.32025873e-02  1.82471719e-09 
 1.34000000e-04 -6.60898860e-11  1.90306476e-02  2.33309806e-02  1.92203516e-09 
 1.35000000e-04 -6.09846383e-11  2.00161145e-02  2.34622962e-02  2.02156627e-09 
 1.36000000e-04 -5.56822022e-11  2.10227551e-02  2.35964356e-02  2.12323597e-09 
 1.37000000e-04 -5.01810484e-11  2.20498435e-02  2.37333020e-02  2.22697095e-09 
 1.38000000e-04 -4.44797239e-11  2.30966689e-02  2.38728005e-02  2.33269941e-09 
 1.39000000e-04 -3.85768443e-11  2.41625380e-02  2.40148385e-02  2.44035133e-09 
 1.40000000e-04 -3.24710864e-11  2.52467766e-02  2.41593262e-02  2.54985862e-09 
 1.41000000e-04 -2.61611824e-11  2.63487313e-02  2.43061763e-02  2.66115526e-09 
 1.42000000e-04 -1.96459141e-11  2.74677702e-02  2.44553045e-02  2.77417745e-09 
 1.43000000e-04 -1.29241083e-11  2.86032835e-02  2.46066294e-02  2.88886359e-09 
 1.44000000e-04 -5.99463246e-12  2.97546841e-02  2.47600725e-02  3.00515438e-09 
 1.45000000e-04  1.14360880e-12  3.09214073e-02  2.49155584e-02  3.12299279e-09 
 1.46000000e-04  8.49167703e-12  3.21029109e-02  2.50730148e-02  3.24232403e-09 
 1.47000000e-04  1.60506027e-11  3.32986747e-02  2.52323722e-02  3.36309560e-09 
 1.48000000e-04  2.38213875e-11  3.45082005e-02  2.53935639e-02  3.48525714e-09 
 1.49000000e-04  3.18050068e-11  3.57310110e-02  2.55565262e-02  3.60876046e-09 
 1.50000000e-04  4.00024113e-11  3.69666497e-02  2.57211981e-02  3.73355945e-09 
 1.51000000e-04  4.84145285e-11  3.82146799e-02  2.58875212e-02  3.85961000e-09 
 1.52000000e-04  5.70422646e-11  3.94746844e-02  2.60554397e-02  3.98686997e-09 
 1.53000000e-04  6.58865053e-11  4.07462642e-02  2.62249002e-02  4.11529906e-09 
 1.54000000e-04  7.49481175e-11  4.20290384e-02  2.63958517e-02  4.24485880e-09 
 1.55000000e-04  8.42279497e-11  4.33226430e-02  2.65682456e-02  4.37551244e-09 
 1.56000000e-04  9.37268333e-11  4.46267307e-02  2.67420352e-02  4.50722486e-09 
 1.57000000e-04  1.03445583e-10  4.59409693e-02  2.69171761e-02  4.63996255e-09 
 1.58000000e-04  1.13384999e-10  4.72650420e-02  2.70936257e-02  4.77369348e-09 
 1.59000000e-04  1.23545865e-10  4.85986459e-02  2.72713435e-02  4.90838708e-09 
 1.60000000e-04  1.33928952e-10  4.99414920e-02  2.74502905e-02  5.04401414e-09 
 1.61000000e-04  1.44535015e-10  5.12933040e-02  2.76304297e-02  5.18054676e-09 
 1.62000000e-04  1.55364797e-10  5.26538178e-02  2.78117256e-02  5.31795828e-09 
 1.63000000e-04  1.66419030e-10  5.40227814e-02  2.79941441e-02  5.45622323e-09 
 1.64000000e-04  1.77698430e-10  5.53999536e-02  2.81776527e-02  5.59531724e-09 
 1.65000000e-04  1.89203704e-10  5.67851039e-02  2.83622202e-02  5.73521705e-09 
 1.66000000e-04  2.00935545e-10  5.81780119e-02  2.85478170e-02  5.87590039e-09 
 1.67000000e-04  2.12894638e-10  5.95784667e-02  2.87344143e-02  6.01734595e-09 
 1.68000000e-04  2.25081654e-10  6.09862665e-02  2.89219847e-02  6.15953335e-09 
 1.69000000e-04  2.37497256e-10  6.24012182e-02  2.91105019e-02  6.30244310e-09 
 1.70000000e-04  2.50142096e-10  6.38231369e-02  2.92999408e-02  6.44605651e-09 
 1.71000000e-04  2.63016814e-10  6.52518454e-02  2.94902769e-02  6.59035570e-09 
 1.72000000e-04  2.76122044e-10  6.66871741e-02  2.96814870e-02  6.73532352e-09 
 1.73000000e-04  2.89458408e-10  6.81289604e-02  2.98735486e-02  6.88094355e-09 
 1.74000000e-04  3.03026521e-10  6.95770483e-02  3.00664401e-02  7.02720004e-09 
 1.75000000e-04  3.16826987e-10  7.10312882e-02  3.02601407e-02  7.17407789e-09 
 1.76000000e-04  3.30860403e-10  7.24915368e-02  3.04546302e-02  7.32156260e-09 
 1.77000000e-04  3.45127358e-10  7.39576563e-02  3.06498892e-02  7.46964027e-09 
 1.78000000e-04  3.59628432e-10  7.54295146e-02  3.08458990e-02  7.61829754e-09 
 1.79000000e-04  3.74364196e-10  7.69069846e-02  3.10426414e-02  7.76752159e-09 
 1.80000000e-04  3.89335216e-10  7.83899443e-02  3.12400986e-02  7.91730011e-09 
 1.81000000e-04  4.04542049e-10  7.98782766e-02  3.14382538e-02  8.06762124e-09 
 1.82000000e-04  4.19985245e-10  8.13718687e-02  3.16370901e-02  8.21847361e-09 
 1.83000000e-04  4.35665346e-10  8.28706122e-02  3.18365914e-02  8.36984625e-09 
 1.84000000e-04  4.51582890e-10  8.43744027e-02  3.20367419e-02  8.52172864e-09 
 1.85000000e-04  4.67738404e-10  8.58831400e-02  3.22375262e-02  8.67411064e-09 
 1.86000000e-04  4.84132412e-10  8.73967272e-02  3.24389291e-02  8.82698248e-09 
 1.87000000e-04  5.00765430e-10  8.89150714e-02  3.26409357e-02  8.98033476e-09 
 1.88000000e-04  5.17637968e-10  9.04380828e-02  3.28435315e-02  9.13415843e-09 
 1.89000000e-04  5.34750532e-10  9.19656750e-02  3.30467021e-02  9.28844473e-09 
 1.90000000e-04  5.52103618e-10  9.34977647e-02  3.32504331e-02  9.44318527e-09 
 1.91000000e-04  5.69697719e-10  9.50342713e-02  3.34547105e-02  9.59837193e-09 
 1.92000000e-04  5.87533323e-10  9.65751175e-02  3.36595203e-02  9.75399685e-09 
 1.93000000e-04  6.05610911e-10  9.81202283e-02  3.38648484e-02  9.91005250e-09 
 1.94000000e-04  6.23930959e-10  9.96695315e-02  3.40706807e-02  1.00665316e-08 
 1.95000000e-04  6.42493937e-10  1.01222957e-01  3.42770033e-02  1.02234270e-08 
 1.96000000e-04  6.61300313e-10  1.02780438e-01  3.44838020e-02  1.03807320e-08 
 1.97000000e-04  6.80350547e-10  1.04341910e-01  3.46910624e-02  1.05384400e-08 
 1.98000000e-04  6.99645094e-10  1.05907308e-01  3.48987700e-02  1.06965446e-08 
 1.99000000e-04  7.19184408e-10  1.07476572e-01  3.51069100e-02  1.08550397e-08 
 2.00000000e-04  7.38968933e-10  1.09049644e-01  3.53154673e-02  1.10139193e-08 
 2.01000000e-04  7.58999114e-10  1.10626466e-01  3.55244265e-02  1.11731777e-08 
 2.02000000e-04  7.79275387e-10  1.12206984e-01  3.57337716e-02  1.13328094e-08 
 2.03000000e-04  7.99798188e-10  1.13791143e-01  3.59434862e-02  1.14928088e-08 
 2.04000000e-04  8.20567944e-10  1.15378893e-01  3.61535533e-02  1.16531708e-08 
 2.05000000e-04  8.41585083e-10  1.16970182e-01  3.63639552e-02  1.18138903e-08 
 2.06000000e-04  8.62850024e-10  1.18564963e-01  3.65746736e-02  1.19749625e-08 
 2.07000000e-04  8.84363187e-10  1.20163189e-01  3.67856892e-02  1.21363826e-08 
 2.08000000e-04  9.06124985e-10  1.21764814e-01  3.69969819e-02  1.22981460e-08 
 2.09000000e-04  9.28135829e-10  1.23369793e-01  3.72085306e-02  1.24602481e-08 
 2.10000000e-04  9.50396124e-10  1.24978085e-01  3.74203131e-02  1.26226848e-08 
 2.11000000e-04  9.72906274e-10  1.26589647e-01  3.76323058e-02  1.27854517e-08 
 2.12000000e-04  9.95666679e-10  1.28204438e-01  3.78444840e-02  1.29485449e-08 
 2.13000000e-04  1.01867773e-09  1.29822420e-01  3.80568214e-02  1.31119603e-08 
 2.14000000e-04  1.04193983e-09  1.31443555e-01  3.82692904e-02  1.32756941e-08 
 2.15000000e-04  1.06545337e-09  1.33067806e-01  3.84818614e-02  1.34397425e-08 
 2.16000000e-04  1.08921872e-09  1.34695136e-01  3.86945032e-02  1.36041020e-08 
 2.17000000e-04  1.11323628e-09  1.36325511e-01  3.89071823e-02  1.37687691e-08 
 2.18000000e-04  1.13750642e-09  1.37958898e-01  3.91198636e-02  1.39337402e-08 
 2.19000000e-04  1.16202952e-09  1.39595262e-01  3.93325092e-02  1.40990120e-08 
 2.20000000e-04  1.18680596e-09  1.41234572e-01  3.95450793e-02  1.42645814e-08 
 2.21000000e-04  1.21183610e-09  1.42876796e-01  3.97575312e-02  1.44304451e-08 
 2.22000000e-04  1.23712032e-09  1.44521905e-01  3.99698197e-02  1.45966002e-08 
 2.23000000e-04  1.26265899e-09  1.46169869e-01  4.01818967e-02  1.47630435e-08 
 2.24000000e-04  1.28845246e-09  1.47820658e-01  4.03937110e-02  1.49297723e-08 
 2.25000000e-04  1.31450110e-09  1.49474246e-01  4.06052086e-02  1.50967836e-08 
 2.26000000e-04  1.34080527e-09  1.51130604e-01  4.08163320e-02  1.52640748e-08 
 2.27000000e-04  1.36736532e-09  1.52789707e-01  4.10270205e-02  1.54316431e-08 
 2.28000000e-04  1.39418161e-09  1.54451527e-01  4.12372098e-02  1.55994860e-08 
 2.29000000e-04  1.42125448e-09  1.56116041e-01  4.14468325e-02  1.57676008e-08 
 2.30000000e-04  1.44858430e-09  1.57783224e-01  4.16558174e-02  1.59359851e-08 
 2.31000000e-04  1.47617139e-09  1.59453051e-01  4.18640897e-02  1.61046365e-08 
 2.32000000e-04  1.50401611e-09  1.61125499e-01  4.20715714e-02  1.62735527e-08 
 2.33000000e-04  1.53211880e-09  1.62800546e-01  4.22781808e-02  1.64427312e-08 
 2.34000000e-04  1.56047980e-09  1.64478168e-01  4.24838330e-02  1.66121700e-08 
 2.35000000e-04  1.58909945e-09  1.66158346e-01  4.26884399e-02  1.67818667e-08 
 2.36000000e-04  1.61797809e-09  1.67841056e-01  4.28919108e-02  1.69518193e-08 
 2.37000000e-04  1.64711604e-09  1.69526279e-01  4.30941519e-02  1.71220256e-08 
 2.38000000e-04  1.67651364e-09  1.71213995e-01  4.32950673e-02  1.72924837e-08 
 2.39000000e-04  1.70617121e-09  1.72904184e-01  4.34945593e-02  1.74631915e-08 
 2.40000000e-04  1.73608910e-09  1.74596826e-01  4.36925287e-02  1.76341471e-08 
 2.41000000e-04  1.76626762e-09  1.76291903e-01  4.38888753e-02  1.78053486e-08 
 2.42000000e-04  1.79670710e-09  1.77989397e-01  4.40834986e-02  1.79767942e-08 
 2.43000000e-04  1.82740785e-09  1.79689289e-01  4.42762983e-02  1.81484819e-08 
 2.44000000e-04  1.85837021e-09  1.81391562e-01  4.44671751e-02  1.83204102e-08 
 2.45000000e-04  1.88959449e-09  1.83096199e-01  4.46560314e-02  1.84925772e-08 
 2.46000000e-04  1.92108100e-09  1.84803183e-01  4.48427717e-02  1.86649812e-08 
 2.47000000e-04  1.95283007e-09  1.86512498e-01  4.50273035e-02  1.88376206e-08 
 2.48000000e-04  1.98484200e-09  1.88224127e-01  4.52095384e-02  1.90104938e-08 
 2.49000000e-04  2.01711711e-09  1.89938056e-01  4.53893919e-02  1.91835991e-08 
 2.50000000e-04  2.04965572e-09  1.91654268e-01  4.55667849e-02  1.93569351e-08 
 2.51000000e-04  2.08245812e-09  1.93372749e-01  4.57416439e-02  1.95305003e-08 
 2.52000000e-04  2.11552462e-09  1.95093485e-01  4.59139013e-02  1.97042930e-08 
 2.53000000e-04  2.14885554e-09  1.96816459e-01  4.60834965e-02  1.98783120e-08 
 2.54000000e-04  2.18245118e-09  1.98541660e-01  4.62503757e-02  2.00525557e-08 
 2.55000000e-04  2.21631183e-09  2.00269072e-01  4.64144924e-02  2.02270228e-08 
 2.56000000e-04  2.25043781e-09  2.01998682e-01  4.65758076e-02  2.04017119e-08 
 2.57000000e-04  2.28482941e-09  2.03730478e-01  4.67342899e-02  2.05766217e-08 
 2.58000000e-04  2.31948694e-09  2.05464446e-01  4.68899155e-02  2.07517508e-08 
 2.59000000e-04  2.35441068e-09  2.07200573e-01  4.70426681e-02  2.09270980e-08 
 2.60000000e-04  2.38960094e-09  2.08938847e-01  4.71925389e-02  2.11026621e-08 
 2.61000000e-04  2.42505800e-09  2.10679256e-01  4.73395260e-02  2.12784417e-08 
 2.62000000e-04  2.46078218e-09  2.12421788e-01  4.74836343e-02  2.14544358e-08 
 2.63000000e-04  2.49677375e-09  2.14166431e-01  4.76248755e-02  2.16306430e-08 
 2.64000000e-04  2.53303300e-09  2.15913173e-01  4.77632670e-02  2.18070623e-08 
 2.65000000e-04  2.56956024e-09  2.17662004e-01  4.78988319e-02  2.19836926e-08 
 2.66000000e-04  2.60635574e-09  2.19412913e-01  4.80315987e-02  2.21605326e-08 
 2.67000000e-04  2.64341980e-09  2.21165888e-01  4.81616003e-02  2.23375813e-08 
 2.68000000e-04  2.68075269e-09  2.22920919e-01  4.82888740e-02  2.25148376e-08 
 2.69000000e-04  2.71835472e-09  2.24677995e-01  4.84134607e-02  2.26923005e-08 
 2.70000000e-04  2.75622615e-09  2.26437106e-01  4.85354045e-02  2.28699689e-08 
 2.71000000e-04  2.79436728e-09  2.28198243e-01  4.86547526e-02  2.30478419e-08 
 2.72000000e-04  2.83277838e-09  2.29961395e-01  4.87715541e-02  2.32259184e-08 
 2.73000000e-04  2.87145974e-09  2.31726553e-01  4.88858606e-02  2.34041974e-08 
 2.74000000e-04  2.91041163e-09  2.33493706e-01  4.89977248e-02  2.35826780e-08 
 2.75000000e-04  2.94963434e-09  2.35262847e-01  4.91072007e-02  2.37613593e-08 
 2.76000000e-04  2.98912814e-09  2.37033965e-01  4.92143434e-02  2.39402403e-08 
 2.77000000e-04  3.02889331e-09  2.38807051e-01  4.93192084e-02  2.41193201e-08 
 2.78000000e-04  3.06893013e-09  2.40582098e-01  4.94218513e-02  2.42985978e-08 
 2.79000000e-04  3.10923886e-09  2.42359095e-01  4.95223282e-02  2.44780725e-08 
 2.80000000e-04  3.14981979e-09  2.44138034e-01  4.96206947e-02  2.46577434e-08 
 2.81000000e-04  3.19067319e-09  2.45918908e-01  4.97170061e-02  2.48376096e-08 
 2.82000000e-04  3.23179932e-09  2.47701708e-01  4.98113172e-02  2.50176702e-08 
 2.83000000e-04  3.27319847e-09  2.49486425e-01  4.99036821e-02  2.51979246e-08 
 2.84000000e-04  3.31487089e-09  2.51273052e-01  4.99941542e-02  2.53783718e-08 
 2.85000000e-04  3.35681686e-09  2.53061580e-01  5.00827858e-02  2.55590111e-08 
 2.86000000e-04  3.39903665e-09  2.54852003e-01  5.01696285e-02  2.57398416e-08 
 2.87000000e-04  3.44153052e-09  2.56644312e-01  5.02547325e-02  2.59208627e-08 
 2.88000000e-04  3.48429874e-09  2.58438500e-01  5.03381471e-02  2.61020735e-08 
 2.89000000e-04  3.52734158e-09  2.60234560e-01  5.04199204e-02  2.62834733e-08 
 2.90000000e-04  3.57065931e-09  2.62032484e-01  5.05000993e-02  2.64650615e-08 
