 time                v(vout)             v(vinf)             v(en)               i(L1)              
 0.000000000000e+00  5.104714154706e+00  1.020134362789e-04 -3.141021123677e-05 -4.376415616342e-06 
 3.800000000000e-05  2.379482822765e+00  1.489270211804e+00  5.986751133037e-02 -3.473518018388e+00 
 3.900000000000e-05  2.350122514692e+00  1.470324257731e+00  5.983077520040e-02 -3.526509231319e+00 
 4.000000000000e-05  2.321254825139e+00  1.451697285411e+00  5.979414700324e-02 -3.578071811849e+00 
 4.100000000000e-05  2.292871413580e+00  1.433384015506e+00  5.975762819027e-02 -3.628233737431e+00 
 4.200000000000e-05  2.264964077549e+00  1.415379257063e+00  5.972122022397e-02 -3.677022466195e+00 
 4.300000000000e-05  2.237524750303e+00  1.397677906090e+00  5.968492457757e-02 -3.724464946279e+00 
 4.400000000000e-05  2.210542973198e+00  1.380273303543e+00  5.964874217323e-02 -3.770594813780e+00 
 4.500000000000e-05  2.184016041093e+00  1.363163825565e+00  5.961267562515e-02 -3.815423492942e+00 
 4.600000000000e-05  2.157933704923e+00  1.346342948504e+00  5.957672587696e-02 -3.858983812534e+00 
 4.700000000000e-05  2.132288421694e+00  1.329805904556e+00  5.954089444897e-02 -3.901300758321e+00 
 4.800000000000e-05  2.107072769579e+00  1.313548004081e+00  5.950518286743e-02 -3.942398861216e+00 
 4.900000000000e-05  2.082279449192e+00  1.297564636373e+00  5.946959266886e-02 -3.982302194137e+00 
 5.000000000000e-05  2.057901281526e+00  1.281851268414e+00  5.943412540001e-02 -4.021034379874e+00 
 5.100000000000e-05  2.033931205891e+00  1.266403443639e+00  5.939878261774e-02 -4.058618598934e+00 
 5.200000000000e-05  2.010362277893e+00  1.251216780725e+00  5.936356588879e-02 -4.095077597224e+00 
 5.300000000000e-05  1.987187667432e+00  1.236286972409e+00  5.932847678988e-02 -4.130433693577e+00 
 5.400000000000e-05  1.964400656738e+00  1.221609784321e+00  5.929351690753e-02 -4.164708787127e+00 
 5.500000000000e-05  1.941994638434e+00  1.207181053841e+00  5.925868783792e-02 -4.197924364528e+00 
 5.600000000000e-05  1.919963113629e+00  1.192996688981e+00  5.922399118692e-02 -4.230101507032e+00 
 5.700000000000e-05  1.898299690034e+00  1.179052667288e+00  5.918942856998e-02 -4.261260897418e+00 
 5.800000000000e-05  1.876998080117e+00  1.165345034765e+00  5.915500161215e-02 -4.291422826785e+00 
 5.900000000000e-05  1.856052099268e+00  1.151869904821e+00  5.912071194784e-02 -4.320607201200e+00 
 6.000000000000e-05  1.835455664006e+00  1.138623457236e+00  5.908656122102e-02 -4.348833548216e+00 
 6.100000000000e-05  1.815202790200e+00  1.125601937148e+00  5.905255108515e-02 -4.376121023251e+00 
 6.200000000000e-05  1.795287591323e+00  1.112801654071e+00  5.901868320300e-02 -4.402488415840e+00 
 6.300000000000e-05  1.775704276722e+00  1.100218980919e+00  5.898495924697e-02 -4.427954155752e+00 
 6.400000000000e-05  1.756447149915e+00  1.087850353068e+00  5.895138089894e-02 -4.452536318979e+00 
 6.500000000000e-05  1.737510606915e+00  1.075692267425e+00  5.891794985031e-02 -4.476252633607e+00 
 6.600000000000e-05  1.718889134563e+00  1.063741281532e+00  5.888466780236e-02 -4.499120485545e+00 
 6.700000000000e-05  1.700577308898e+00  1.051994012679e+00  5.885153646593e-02 -4.521156924151e+00 
 6.800000000000e-05  1.682569793532e+00  1.040447137052e+00  5.881855756213e-02 -4.542378667716e+00 
 6.900000000000e-05  1.664861338056e+00  1.029097388893e+00  5.878573282198e-02 -4.562802108839e+00 
 7.000000000000e-05  1.647446776456e+00  1.017941559688e+00  5.875306398693e-02 -4.582443319676e+00 
 7.100000000000e-05  1.630321025551e+00  1.006976497376e+00  5.872055280946e-02 -4.601318057069e+00 
 7.200000000000e-05  1.613479083448e+00  9.961991055827e-01  5.868820105249e-02 -4.619441767559e+00 
 7.300000000000e-05  1.596916028007e+00  9.856063428735e-01  5.865601049066e-02 -4.636829592276e+00 
 7.400000000000e-05  1.580627015330e+00  9.751952220375e-01  5.862398291047e-02 -4.653496371712e+00 
 7.500000000000e-05  1.564607278253e+00  9.649628093899e-01  5.859212011048e-02 -4.669456650375e+00 
 7.600000000000e-05  1.548852124860e+00  9.549062241025e-01  5.856042390240e-02 -4.684724681326e+00 
 7.700000000000e-05  1.533356937001e+00  9.450226375598e-01  5.852889611105e-02 -4.699314430595e+00 
 7.800000000000e-05  1.518117168827e+00  9.353092727416e-01  5.849753857591e-02 -4.713239581477e+00 
 7.900000000000e-05  1.503128345325e+00  9.257634036326e-01  5.846635315130e-02 -4.726513538710e+00 
 8.000000000000e-05  1.488386060872e+00  9.163823546619e-01  5.843534170734e-02 -4.739149432531e+00 
 8.100000000000e-05  1.473885977782e+00  9.071635001711e-01  5.840450613143e-02 -4.751160122609e+00 
 8.200000000000e-05  1.459623824869e+00  8.981042639137e-01  5.837384832878e-02 -4.762558201857e+00 
 8.300000000000e-05  1.445595396007e+00  8.892021185873e-01  5.834337022424e-02 -4.773356000111e+00 
 8.400000000000e-05  1.431796548690e+00  8.804545853998e-01  5.831307376315e-02 -4.783565587694e+00 
 8.500000000000e-05  1.418223202596e+00  8.718592336704e-01  5.828296091348e-02 -4.793198778837e+00 
 8.600000000000e-05  1.404871338142e+00  8.634136804701e-01  5.825303366691e-02 -4.802267134976e+00 
 8.700000000000e-05  1.391736995040e+00  8.551155903006e-01  5.822329404151e-02 -4.810781967910e+00 
 8.800000000000e-05  1.378816270839e+00  8.469626748171e-01  5.819374408312e-02 -4.818754342817e+00 
 8.900000000000e-05  1.366105319460e+00  8.389526925957e-01  5.816438586816e-02 -4.826195081132e+00 
 9.000000000000e-05  1.353600349720e+00  8.310834489489e-01  5.813522150625e-02 -4.833114763271e+00 
 9.100000000000e-05  1.341297623833e+00  8.233527957944e-01  5.810625314273e-02 -4.839523731205e+00 
 9.200000000000e-05  1.329193455896e+00  8.157586315785e-01  5.807748296201e-02 -4.845432090868e+00 
 9.300000000000e-05  1.317284210349e+00  8.082989012602e-01  5.804891319129e-02 -4.850849714410e+00 
 9.400000000000e-05  1.305566300409e+00  8.009715963603e-01  5.802054610395e-02 -4.855786242265e+00 
 9.500000000000e-05  1.294036186466e+00  7.937747550815e-01  5.799238402411e-02 -4.860251085040e+00 
 9.600000000000e-05  1.282690374448e+00  7.867064625050e-01  5.796442933143e-02 -4.864253425214e+00 
 9.700000000000e-05  1.271525414134e+00  7.797648508707e-01  5.793668446616e-02 -4.867802218633e+00 
 9.800000000000e-05  1.260537897427e+00  7.729480999486e-01  5.790915193469e-02 -4.870906195789e+00 
 9.900000000000e-05  1.249724456557e+00  7.662544375110e-01  5.788183431599e-02 -4.873573862876e+00 
 1.000000000000e-04  1.239081762204e+00  7.596821398112e-01  5.785473426849e-02 -4.875813502599e+00 
 1.010000000000e-04  1.228606520057e+00  7.532295290125e-01  5.782785452358e-02 -4.877633174872e+00 
 1.020000000000e-04  1.218295474570e+00  7.468949872598e-01  5.780119794969e-02 -4.879040716738e+00 
 1.030000000000e-04  1.208145399147e+00  7.406769390783e-01  5.777476748472e-02 -4.880043742554e+00 
 1.040000000000e-04  1.198153097966e+00  7.345738631755e-01  5.774856618987e-02 -4.880649643697e+00 
 1.050000000000e-04  1.188315403291e+00  7.285842921866e-01  5.772259725541e-02 -4.880865587832e+00 
 1.060000000000e-04  1.178629172821e+00  7.227068138943e-01  5.769686401226e-02 -4.880698517831e+00 
 1.070000000000e-04  1.169091287038e+00  7.169400729350e-01  5.767136994587e-02 -4.880155150297e+00 
 1.080000000000e-04  1.159698646410e+00  7.112827727872e-01  5.764611871187e-02 -4.879241973641e+00 
 1.090000000000e-04  1.150448168401e+00  7.057336780420e-01  5.762111415397e-02 -4.877965245674e+00 
 1.100000000000e-04  1.141336784266e+00  7.002916169802e-01  5.759636032352e-02 -4.876330990664e+00 
 1.110000000000e-04  1.132361435596e+00  6.949554844923e-01  5.757186150108e-02 -4.874344995815e+00 
 1.120000000000e-04  1.123519070595e+00  6.897242453808e-01  5.754762222059e-02 -4.872012807101e+00 
 1.130000000000e-04  1.114806454770e+00  6.845967829155e-01  5.752364690028e-02 -4.869340223985e+00 
 1.140000000000e-04  1.106221755397e+00  6.795732177152e-01  5.749994333423e-02 -4.866329047424e+00 
 1.150000000000e-04  1.097760018791e+00  6.746512027515e-01  5.747651287701e-02 -4.862989087223e+00 
 1.160000000000e-04  1.089419037880e+00  6.698307210086e-01  5.745336321757e-02 -4.859322594256e+00 
 1.170000000000e-04  1.081195726482e+00  6.651111540494e-01  5.743050063284e-02 -4.855333817968e+00 
 1.180000000000e-04  1.073086974197e+00  6.604919832943e-01  5.740793186560e-02 -4.851026724407e+00 
 1.190000000000e-04  1.065089640111e+00  6.559727981427e-01  5.738566417815e-02 -4.846404984808e+00 
 1.200000000000e-04  1.057200545401e+00  6.515533044454e-01  5.736370541027e-02 -4.841471963233e+00 
 1.210000000000e-04  1.049416465190e+00  6.472333338366e-01  5.734206404261e-02 -4.836230702645e+00 
 1.220000000000e-04  1.041734119628e+00  6.430128540682e-01  5.732074926651e-02 -4.830683909259e+00 
 1.230000000000e-04  1.034150164166e+00  6.388919804094e-01  5.729977106118e-02 -4.824833935004e+00 
 1.240000000000e-04  1.026661178977e+00  6.348709881455e-01  5.727914027782e-02 -4.818682757906e+00 
 1.250000000000e-04  1.019263657526e+00  6.309503261679e-01  5.725886873148e-02 -4.812231960232e+00 
 1.260000000000e-04  1.011953994297e+00  6.271306315859e-01  5.723896929995e-02 -4.805482704208e+00 
 1.270000000000e-04  1.004728471777e+00  6.234127452045e-01  5.721945602814e-02 -4.798435705160e+00 
 1.280000000000e-04  9.975832468466e-01  6.197977275747e-01  5.720034423710e-02 -4.791091201950e+00 
 1.290000000000e-04  9.905143368684e-01  6.162868751422e-01  5.718165063552e-02 -4.783448924671e+00 
 1.300000000000e-04  9.835176059183e-01  6.128817357530e-01  5.716339342644e-02 -4.775508059599e+00 
 1.310000000000e-04  9.765887518350e-01  6.095841224207e-01  5.714559240610e-02 -4.767267211622e+00 
 1.320000000000e-04  9.697232950654e-01  6.063961237847e-01  5.712826904228e-02 -4.758724364521e+00 
 1.330000000000e-04  9.629165706669e-01  6.033201090710e-01  5.711144652021e-02 -4.749876839804e+00 
 1.340000000000e-04  9.561637253175e-01  6.003587245958e-01  5.709514973726e-02 -4.740721255190e+00 
 1.350000000000e-04  9.494597217562e-01  5.975148779352e-01  5.707940522169e-02 -4.731253484405e+00 
 1.360000000000e-04  9.427993536995e-01  5.947917048571e-01  5.706424094642e-02 -4.721468620623e+00 
 1.370000000000e-04  9.361772748897e-01  5.921925131010e-01  5.704968599750e-02 -4.711360946753e+00 
 1.380000000000e-04  9.295880463677e-01  5.897206963060e-01  5.703577005861e-02 -4.700923916785e+00 
 1.390000000000e-04  9.230262061155e-01  5.873796111808e-01  5.702252266467e-02 -4.690150153430e+00 
 1.400000000000e-04  9.164863645503e-01  5.851724119064e-01  5.700997218633e-02 -4.679031468331e+00 
 1.410000000000e-04  9.099633276198e-01  5.831018383859e-01  5.699814452263e-02 -4.667558911808e+00 
 1.420000000000e-04  9.034522461003e-01  5.811699599468e-01  5.698706150749e-02 -4.655722859163e+00 
 1.430000000000e-04  8.969487850435e-01  5.793778838002e-01  5.697673908637e-02 -4.643513139657e+00 
 1.440000000000e-04  8.904493015105e-01  5.777254476248e-01  5.696718537739e-02 -4.630919211902e+00 
 1.450000000000e-04  8.839510128295e-01  5.762109266017e-01  5.695839880559e-02 -4.617930385429e+00 
 1.460000000000e-04  8.774521333704e-01  5.748307942862e-01  5.695036655069e-02 -4.604536082689e+00 
 1.470000000000e-04  8.709519573033e-01  5.735795801560e-01  5.694306357684e-02 -4.590726129414e+00 
 1.480000000000e-04  8.644508695590e-01  5.724498611082e-01  5.693645247831e-02 -4.576491055240e+00 
 1.490000000000e-04  8.579502772589e-01  5.714324082400e-01  5.693048428095e-02 -4.561822382358e+00 
 1.500000000000e-04  8.514524672023e-01  5.705164861332e-01  5.692510019022e-02 -4.546712879052e+00 
 1.510000000000e-04  8.449604079151e-01  5.696902753687e-01  5.692023411347e-02 -4.531156757988e+00 
 1.520000000000e-04  8.384775234007e-01  5.689413676482e-01  5.691581565162e-02 -4.515149805611e+00 
 1.530000000000e-04  8.320074677285e-01  5.682572728949e-01  5.691177319173e-02 -4.498689437591e+00 
 1.540000000000e-04  8.255539250978e-01  5.676258812332e-01  5.690803674652e-02 -4.481774683964e+00 
 1.550000000000e-04  8.191204512748e-01  5.670358374037e-01  5.690454028050e-02 -4.464406114591e+00 
 1.560000000000e-04  8.127103625037e-01  5.664768054172e-01  5.690122337991e-02 -4.446585719870e+00 
 1.570000000000e-04  8.063266697695e-01  5.659396210937e-01  5.689803224642e-02 -4.428316762827e+00 
 1.580000000000e-04  7.999720510067e-01  5.654163452094e-01  5.689492008729e-02 -4.409603617609e+00 
 1.590000000000e-04  7.936488516168e-01  5.649002385539e-01  5.689184702959e-02 -4.390451606638e+00 
 1.600000000000e-04  7.873591037525e-01  5.643856827259e-01  5.688877969731e-02 -4.370866845368e+00 
 1.610000000000e-04  7.811045562811e-01  5.638680686835e-01  5.688569058800e-02 -4.350856100333e+00 
 1.620000000000e-04  7.748867093333e-01  5.633436708976e-01  5.688255735381e-02 -4.330426663420e+00 
 1.630000000000e-04  7.687068492831e-01  5.628095200695e-01  5.687936206726e-02 -4.309586243246e+00 
 1.640000000000e-04  7.625660816269e-01  5.622632828265e-01  5.687609052345e-02 -4.288342873113e+00 
 1.650000000000e-04  7.564653604363e-01  5.617031531297e-01  5.687273160694e-02 -4.266704834180e+00 
 1.660000000000e-04  7.504055138828e-01  5.611277574329e-01  5.686927673836e-02 -4.244680592103e+00 
 1.670000000000e-04  7.443872658353e-01  5.605360738479e-01  5.686571940056e-02 -4.222278745229e+00 
 1.680000000000e-04  7.384112538243e-01  5.599273644961e-01  5.686205474302e-02 -4.199507982549e+00 
 1.690000000000e-04  7.324780437966e-01  5.593011196726e-01  5.685827925321e-02 -4.176377049731e+00 
 1.700000000000e-04  7.265881421197e-01  5.586570122414e-01  5.685439049058e-02 -4.152894721771e+00 
 1.710000000000e-04  7.207420052879e-01  5.579948606762e-01  5.685038686789e-02 -4.129069781048e+00 
 1.720000000000e-04  7.149400477321e-01  5.573145992846e-01  5.684626747773e-02 -4.104910999720e+00 
 1.730000000000e-04  7.091826480873e-01  5.566162543195e-01  5.684203195180e-02 -4.080427125612e+00 
 1.740000000000e-04  7.034701542135e-01  5.558999248723e-01  5.683768034893e-02 -4.055626870921e+00 
 1.750000000000e-04  6.978028872179e-01  5.551657676201e-01  5.683321306557e-02 -4.030518903142e+00 
 1.760000000000e-04  6.921811446780e-01  5.544139846653e-01  5.682863076507e-02 -4.005111837803e+00 
 1.770000000000e-04  6.866052032289e-01  5.536448138453e-01  5.682393432052e-02 -3.979414232610e+00 
 1.780000000000e-04  6.810753206463e-01  5.528585210124e-01  5.681912477046e-02 -3.953434582745e+00 
 1.790000000000e-04  6.755917375274e-01  5.520553938797e-01  5.681420328240e-02 -3.927181317068e+00 
 1.800000000000e-04  6.701546786551e-01  5.512357371139e-01  5.680917112491e-02 -3.900662795057e+00 
 1.810000000000e-04  6.647643541096e-01  5.503998684178e-01  5.680402964470e-02 -3.873887304313e+00 
 1.820000000000e-04  6.594209601798e-01  5.495481154002e-01  5.679878024913e-02 -3.846863058558e+00 
 1.830000000000e-04  6.541246801174e-01  5.486808130717e-01  5.679342439152e-02 -3.819598195996e+00 
 1.840000000000e-04  6.488756847632e-01  5.477983018386e-01  5.678796355996e-02 -3.792100777977e+00 
 1.850000000000e-04  6.436741330756e-01  5.469009258939e-01  5.678239926812e-02 -3.764378787920e+00 
 1.860000000000e-04  6.385201725770e-01  5.459890319252e-01  5.677673304905e-02 -3.736440130426e+00 
 1.870000000000e-04  6.334139397391e-01  5.450629680757e-01  5.677096644820e-02 -3.708292630558e+00 
 1.880000000000e-04  6.283555603152e-01  5.441230831076e-01  5.676510101997e-02 -3.679944033255e+00 
 1.890000000000e-04  6.233451496340e-01  5.431697257286e-01  5.675913832355e-02 -3.651402002859e+00 
 1.900000000000e-04  6.183828128596e-01  5.422032440491e-01  5.675307992066e-02 -3.622674122732e+00 
 1.910000000000e-04  6.134686452260e-01  5.412239851445e-01  5.674692737339e-02 -3.593767894944e+00 
 1.920000000000e-04  6.086027322506e-01  5.402322947032e-01  5.674068224210e-02 -3.564690740036e+00 
 1.930000000000e-04  6.037851499306e-01  5.392285167437e-01  5.673434608467e-02 -3.535449996826e+00 
 1.940000000000e-04  5.990159649258e-01  5.382129933889e-01  5.672792045550e-02 -3.506052922264e+00 
 1.950000000000e-04  5.942952347308e-01  5.371860646855e-01  5.672140690460e-02 -3.476506691334e+00 
 1.960000000000e-04  5.896230078369e-01  5.361480684631e-01  5.671480697744e-02 -3.446818396973e+00 
 1.970000000000e-04  5.849993238885e-01  5.350993402237e-01  5.670812221455e-02 -3.416995050035e+00 
 1.980000000000e-04  5.804242138319e-01  5.340402130593e-01  5.670135415151e-02 -3.387043579270e+00 
 1.990000000000e-04  5.758977000595e-01  5.329710175911e-01  5.669450431885e-02 -3.356970831331e+00 
 2.000000000000e-04  5.714197965511e-01  5.318920819286e-01  5.668757424239e-02 -3.326783570796e+00 
 2.010000000000e-04  5.669905090098e-01  5.308037316457e-01  5.668056544332e-02 -3.296488480208e+00 
 2.020000000000e-04  5.626098349969e-01  5.297062897726e-01  5.667347943838e-02 -3.266092160133e+00 
 2.030000000000e-04  5.582777640631e-01  5.286000767997e-01  5.666631774065e-02 -3.235601129227e+00 
 2.040000000000e-04  5.539942778788e-01  5.274854106964e-01  5.665908185959e-02 -3.205021824313e+00 
 2.050000000000e-04  5.497593503619e-01  5.263626069400e-01  5.665177330168e-02 -3.174360600477e+00 
 2.060000000000e-04  5.455729478043e-01  5.252319785577e-01  5.664439357142e-02 -3.143623731165e+00 
 2.070000000000e-04  5.414350289978e-01  5.240938361788e-01  5.663694417137e-02 -3.112817408285e+00 
 2.080000000000e-04  5.373455453578e-01  5.229484880995e-01  5.662942660345e-02 -3.081947742324e+00 
 2.090000000000e-04  5.333044410477e-01  5.217962403585e-01  5.662184236937e-02 -3.051020762460e+00 
 2.100000000000e-04  5.293116531004e-01  5.206373968254e-01  5.661419297144e-02 -3.020042416688e+00 
 2.110000000000e-04  5.253671115413e-01  5.194722593015e-01  5.660647991450e-02 -2.989018571934e+00 
 2.120000000000e-04  5.214707395093e-01  5.183011276343e-01  5.659870470521e-02 -2.957955014186e+00 
 2.130000000000e-04  5.176224533779e-01  5.171242998459e-01  5.659086885536e-02 -2.926857448609e+00 
 2.140000000000e-04  5.138221628754e-01  5.159420722775e-01  5.658297388157e-02 -2.895731499669e+00 
 2.150000000000e-04  5.100697712058e-01  5.147547397499e-01  5.657502130716e-02 -2.864582711246e+00 
 2.160000000000e-04  5.063651751680e-01  5.135625957422e-01  5.656701266393e-02 -2.833416546750e+00 
 2.170000000000e-04  5.027082652761e-01  5.123659325897e-01  5.655894949365e-02 -2.802238389214e+00 
 2.180000000000e-04  4.990989258789e-01  5.111650417033e-01  5.655083334994e-02 -2.771053541397e+00 
 2.190000000000e-04  4.955370352798e-01  5.099602138113e-01  5.654266580020e-02 -2.739867225861e+00 
 2.200000000000e-04  4.920224658563e-01  5.087517392261e-01  5.653444842820e-02 -2.708684585041e+00 
 2.210000000000e-04  4.885550841798e-01  5.075399081381e-01  5.652618283578e-02 -2.677510681296e+00 
 2.220000000000e-04  4.851347511362e-01  5.063250109385e-01  5.651787064634e-02 -2.646350496944e+00 
 2.230000000000e-04  4.817613220460e-01  5.051073385746e-01  5.650951350735e-02 -2.615208934272e+00 
 2.240000000000e-04  4.784346467852e-01  5.038871829378e-01  5.650111309324e-02 -2.584090815528e+00 
 2.250000000000e-04  4.751545699069e-01  5.026648372905e-01  5.649267110996e-02 -2.553000882869e+00 
 2.260000000000e-04  4.719209307638e-01  5.014405967319e-01  5.648418929722e-02 -2.521943798302e+00 
 2.270000000000e-04  4.687335636305e-01  5.002147587069e-01  5.647566943424e-02 -2.490924143567e+00 
 2.280000000000e-04  4.655922978279e-01  4.989876235613e-01  5.646711334357e-02 -2.459946419992e+00 
 2.290000000000e-04  4.624969578487e-01  4.977594951463e-01  5.645852289611e-02 -2.429015048304e+00 
 2.300000000000e-04  4.594473634829e-01  4.965306814752e-01  5.644990001661e-02 -2.398134368388e+00 
 2.310000000000e-04  4.564433299463e-01  4.953014954351e-01  5.644124668978e-02 -2.367308638993e+00 
 2.320000000000e-04  4.534846680099e-01  4.940722555588e-01  5.643256496634e-02 -2.336542037387e+00 
 2.330000000000e-04  4.505711841312e-01  4.928432868554e-01  5.642385697094e-02 -2.305838658936e+00 
 2.340000000000e-04  4.477026805882e-01  4.916149217063e-01  5.641512490833e-02 -2.275202516626e+00 
 2.350000000000e-04  4.448789556143e-01  4.903875008255e-01  5.640637107269e-02 -2.244637540503e+00 
 2.360000000000e-04  4.420998035377e-01  4.891613742872e-01  5.639759785570e-02 -2.214147577036e+00 
 2.370000000000e-04  4.393650149221e-01  4.879369026185e-01  5.638880775640e-02 -2.183736388393e+00 
 2.380000000000e-04  4.366743767109e-01  4.867144579592e-01  5.638000339105e-02 -2.153407651622e+00 
 2.390000000000e-04  4.340276723749e-01  4.854944252835e-01  5.637118750360e-02 -2.123164957743e+00 
 2.400000000000e-04  4.314246820638e-01  4.842772036815e-01  5.636236297683e-02 -2.093011810733e+00 
 2.410000000000e-04  4.288651827607e-01  4.830632076919e-01  5.635353284490e-02 -2.062951626400e+00 
 2.420000000000e-04  4.263489484415e-01  4.818528686784e-01  5.634470030448e-02 -2.032987731160e+00 
 2.430000000000e-04  4.238757502380e-01  4.806466362363e-01  5.633586872867e-02 -2.003123360687e+00 
 2.440000000000e-04  4.214453566059e-01  4.794449796149e-01  5.632704167910e-02 -1.973361658465e+00 
 2.450000000000e-04  4.190575334977e-01  4.782483891336e-01  5.631822291919e-02 -1.943705674212e+00 
 2.460000000000e-04  4.167120445388e-01  4.770573775695e-01  5.630941642815e-02 -1.914158362212e+00 
 2.470000000000e-04  4.144086512106e-01  4.758724814850e-01  5.630062641250e-02 -1.884722579528e+00 
 2.480000000000e-04  4.121471130371e-01  4.746942624616e-01  5.629185731939e-02 -1.855401084133e+00 
 2.490000000000e-04  4.099271877757e-01  4.735233081993e-01  5.628311384710e-02 -1.826196532952e+00 
 2.500000000000e-04  4.077486316137e-01  4.723602334332e-01  5.627440095619e-02 -1.797111479844e+00 
 2.510000000000e-04  4.056111993675e-01  4.712056806196e-01  5.626572387691e-02 -1.768148373539e+00 
 2.520000000000e-04  4.035146446865e-01  4.700603203299e-01  5.625708811607e-02 -1.739309555558e+00 
 2.530000000000e-04  4.014587202587e-01  4.689248512951e-01  5.624849946000e-02 -1.710597258152e+00 
 2.540000000000e-04  3.994431780192e-01  4.678000000358e-01  5.623996397531e-02 -1.682013602298e+00 
 2.550000000000e-04  3.974677693589e-01  4.666865200141e-01  5.623148800475e-02 -1.653560595786e+00 
 2.560000000000e-04  3.955322453334e-01  4.655851902439e-01  5.622307815918e-02 -1.625240131466e+00 
 2.570000000000e-04  3.936363568698e-01  4.644968133042e-01  5.621474130472e-02 -1.597053985695e+00 
 2.580000000000e-04  3.917798549699e-01  4.634222127043e-01  5.620648454362e-02 -1.569003817050e+00 
 2.590000000000e-04  3.899624909088e-01  4.623622295665e-01  5.619831519021e-02 -1.541091165374e+00 
 2.600000000000e-04  3.881840164256e-01  4.613177186052e-01  5.619024073971e-02 -1.513317451216e+00 
 2.610000000000e-04  3.864441839048e-01  4.602895434043e-01  5.618226883177e-02 -1.485683975738e+00 
