Designator,LCSC_part,Native_rotation_deg,CPL_rotation_deg,Checked_pads,Centered_RMS_error_mm,Best_numbered_pad_offsets_deg,Status,Detail,Native_pad_1_X_mm,Native_pad_1_Y_mm
D19,C460944,0,0.0,2,0.286302,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,240.708000,-209.023000
D20,C460944,0,0.0,2,0.286302,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,240.708000,-235.427000
D21,C460944,0,0.0,2,0.286302,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,262.504000,-156.209000
D22,C460944,0,0.0,2,0.286302,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,262.504000,-182.615000
D23,C460944,0,0.0,2,0.286302,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,262.504000,-209.023000
D24,C460944,0,0.0,2,0.286302,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,262.504000,-235.427000
D25,C460944,0,0.0,2,0.286302,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,283.461000,-159.827000
D26,C460944,0,0.0,2,0.286302,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,283.461000,-185.412000
D27,C460944,0,0.0,2,0.286302,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,283.461000,-210.977000
D28,C460944,0,0.0,2,0.286302,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,283.461000,-236.556000
D29,C460944,0,0.0,2,0.286302,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,308.022000,-159.827000
D30,C460944,0,0.0,2,0.286302,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,308.022000,-185.412000
D31,C460944,0,0.0,2,0.286302,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,308.022000,-210.977000
D32,C460944,0,0.0,2,0.286302,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,308.022000,-236.556000
D33,C81598,0,0.0,2,0.084947,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,350.458000,-166.520000
D34,C81598,0,0.0,2,0.084947,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,350.262000,-170.842000
D38,C95872,0,0.0,2,0.199894,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,218.385000,-235.334000
D101,C5143116,180.0,180.0,3,0.000000,0/180,MANUAL: invalid 3D frame,Common cathode and two interchangeable anodes checked; supplier solid lies below PCB. Retain native tab-to-heatsink orientation.,350.000000,-53.350000
D102,C5143116,180.0,180.0,3,0.000000,0/180,MANUAL: invalid 3D frame,Common cathode and two interchangeable anodes checked; supplier solid lies below PCB. Retain native tab-to-heatsink orientation.,376.000000,-77.350000
D103,C5143116,0,0.0,3,0.000000,0/180,MANUAL: invalid 3D frame,Common cathode and two interchangeable anodes checked; supplier solid lies below PCB. Retain native tab-to-heatsink orientation.,350.000000,-32.650000
D104,C5143116,0,0.0,3,0.000000,0/180,MANUAL: invalid 3D frame,Common cathode and two interchangeable anodes checked; supplier solid lies below PCB. Retain native tab-to-heatsink orientation.,363.400000,-17.650000
D105,C235758,0,270.0,3,0.400684,270,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,291.500000,-114.000000
D106,C235758,180.0,90.0,3,0.400684,270,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,309.500000,-114.000000
D107,C235758,180.0,90.0,3,0.400684,270,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,288.500000,-128.000000
D108,C235758,0,270.0,3,0.400684,270,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,312.500000,-128.000000
D109,C235758,0,270.0,3,0.400684,270,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,282.500000,-12.000000
D110,C235758,180.0,90.0,3,0.400684,270,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,300.500000,-12.000000
D111,C235758,180.0,90.0,3,0.400684,270,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,279.500000,-26.000000
D112,C235758,0,270.0,3,0.400684,270,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,303.500000,-26.000000
D113,C235758,270.0,180.0,3,0.400684,270,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,17.000000,-41.500000
D114,C235758,270.0,180.0,3,0.400684,270,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,30.400000,-41.500000
D115,C235758,90.0,0.0,3,0.400684,270,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,17.000000,-17.500000
D116,C235758,90.0,0.0,3,0.400684,270,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,30.400000,-17.500000
F101,C268204,270.0,270.0,2,0.000079,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,165.142000,-53.416000
F102,C268204,270.0,270.0,2,0.000079,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,180.483000,-53.416000
F103,C142824,270.0,270.0,0,,,Manual insertion,Cartridge inserted concentrically in separate holder; CPL selection offset is not physical placement.,196.494000,-53.416000
F104,C142824,270.0,270.0,0,,,Manual insertion,Cartridge inserted concentrically in separate holder; CPL selection offset is not physical placement.,211.834000,-53.416000
F105,C142824,270.0,270.0,0,,,Manual insertion,Cartridge inserted concentrically in separate holder; CPL selection offset is not physical placement.,227.343000,-53.416000
F106,C5381754,0,0.0,0,,,Manual insertion,Cartridge inserted concentrically in separate holder; CPL selection offset is not physical placement.,21.645000,-233.211000
F107,C5381754,0,0.0,0,,,Manual insertion,Cartridge inserted concentrically in separate holder; CPL selection offset is not physical placement.,21.645000,-218.624000
F108,C5381754,0,0.0,0,,,Manual insertion,Cartridge inserted concentrically in separate holder; CPL selection offset is not physical placement.,21.795000,-204.038000
F109,C5381754,0,0.0,0,,,Manual insertion,Cartridge inserted concentrically in separate holder; CPL selection offset is not physical placement.,66.493000,-218.624000
F110,C5381754,0,0.0,0,,,Manual insertion,Cartridge inserted concentrically in separate holder; CPL selection offset is not physical placement.,66.493000,-233.211000
F111,C5381754,0,0.0,0,,,Manual insertion,Cartridge inserted concentrically in separate holder; CPL selection offset is not physical placement.,389.651000,-46.525000
F112,C3014110,0,0.0,2,0.250132,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,398.201000,-61.614000
F113,C5381754,0,0.0,0,,,Manual insertion,Cartridge inserted concentrically in separate holder; CPL selection offset is not physical placement.,389.651000,-76.451000
F114,C2936126,0,0.0,0,,,Manual insertion,Cartridge inserted concentrically in separate holder; CPL selection offset is not physical placement.,389.651000,-91.373000
F115,C5381743,0,0.0,0,,,Manual insertion,Cartridge inserted concentrically in separate holder; CPL selection offset is not physical placement.,80.157000,-92.630000
F116,C142824,270.0,270.0,0,,,Manual insertion,Cartridge inserted concentrically in separate holder; CPL selection offset is not physical placement.,57.255000,-29.357000
FH103,C268204,270.0,270.0,2,0.000079,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,196.494000,-53.416000
FH104,C268204,270.0,270.0,2,0.000079,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,211.834000,-53.416000
FH105,C268204,270.0,270.0,2,0.000079,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,227.343000,-53.416000
FH106,C268204,0,0.0,2,0.000079,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,21.645000,-233.211000
FH107,C268204,0,0.0,2,0.000079,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,21.645000,-218.624000
FH108,C268204,0,0.0,2,0.000079,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,21.795000,-204.038000
FH109,C268204,0,0.0,2,0.000079,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,66.493000,-218.624000
FH110,C268204,0,0.0,2,0.000079,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,66.493000,-233.211000
FH111,C268204,0,0.0,2,0.000079,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,389.651000,-46.525000
FH113,C268204,0,0.0,2,0.000079,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,389.651000,-76.451000
FH114,C268204,0,0.0,2,0.000079,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,389.651000,-91.373000
FH115,C268204,0,0.0,2,0.000079,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,80.157000,-92.630000
FH116,C268204,270.0,270.0,2,0.000079,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,57.255000,-29.357000
J101,C305801,270.0,90.0,7,15.839938,0,MANUAL: housing/pad conflict,CPL follows inward friction wall; numbered public pads face opposite. Resolve library model at assembly review; native pin/key guide is authoritative.,431.968000,-101.288000
J102,C305802,270.0,90.0,9,20.449799,0,MANUAL: housing/pad conflict,CPL follows inward friction wall; numbered public pads face opposite. Resolve library model at assembly review; native pin/key guide is authoritative.,431.968000,-49.714000
J103,C240824,270.0,270.0,4,0.000058,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,431.968000,-28.010000
J104,C505166,0,180.0,5,0.000065,180,MANUAL: housing unavailable,Numbered pads checked; no public 3D housing. Require inward friction wall.,392.612000,-10.898000
J105,C505166,0,180.0,5,0.000065,180,MANUAL: housing unavailable,Numbered pads checked; no public 3D housing. Require inward friction wall.,392.612000,-33.531000
J106,C505166,0,180.0,5,0.000065,180,MANUAL: housing unavailable,Numbered pads checked; no public 3D housing. Require inward friction wall.,214.309000,-11.736000
J107,C86500,0,180.0,6,13.525897,0,MANUAL: housing/pad conflict,CPL follows inward friction wall; numbered public pads face opposite. Resolve library model at assembly review; native pin/key guide is authoritative.,207.886000,-33.950000
J108,C240823,0,0.0,3,0.000061,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,194.797000,-11.736000
J109,C305801,0,180.0,7,15.839938,0,MANUAL: housing/pad conflict,CPL follows inward friction wall; numbered public pads face opposite. Resolve library model at assembly review; native pin/key guide is authoritative.,149.154000,-11.736000
J110,C305802,0,180.0,9,20.449799,0,MANUAL: housing/pad conflict,CPL follows inward friction wall; numbered public pads face opposite. Resolve library model at assembly review; native pin/key guide is authoritative.,106.382000,-11.736000
J111,C588986,0,180.0,5,7.184205,0,MANUAL: housing/pad conflict,CPL follows inward friction wall; numbered public pads face opposite. Resolve library model at assembly review; native pin/key guide is authoritative.,77.323000,-15.927000
J112,C505166,0,180.0,5,0.000065,180,MANUAL: housing unavailable,Numbered pads checked; no public 3D housing. Require inward friction wall.,51.430000,-11.736000
J113,C5200275,180.0,90.0,34,0.000000,270,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,8.220000,-128.459000
J114,C305801,90.0,270.0,7,15.839938,0,MANUAL: housing/pad conflict,CPL follows inward friction wall; numbered public pads face opposite. Resolve library model at assembly review; native pin/key guide is authoritative.,7.610000,-187.249000
J115A,C86500,90.0,270.0,6,13.525897,0,MANUAL: housing/pad conflict,CPL follows inward friction wall; numbered public pads face opposite. Resolve library model at assembly review; native pin/key guide is authoritative.,7.610000,-245.602000
J115B,C86500,90.0,270.0,6,13.525897,0,MANUAL: housing/pad conflict,CPL follows inward friction wall; numbered public pads face opposite. Resolve library model at assembly review; native pin/key guide is authoritative.,7.610000,-221.842000
