Designator,Parent,JLCPCB_part,X_mm,Y_mm,Rotation_deg,Side,Center_definition,Assembly_note
BR3,BR3,C906984,251.988,-23.304,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,"Form wire leads to 18 x 18 mm pattern; + to pad 1, - to pad 2, AC to 3/4; preserve 0.12 mm standoff. New body max 11.23 mm. M4x20 screw replaces M4x16."
C64,C64,C3445915,344.0,-93.0,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
C65,C65,C3445915,304.0,-93.0,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
D101,D101,C5143116,350.0,-53.35,180.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
D102,D102,C5143116,376.0,-77.35,180.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
D103,D103,C5143116,350.0,-32.65,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
D104,D104,C5143116,363.4,-17.65,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
D105,D105,C235758,285.4,-114.0,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
D106,D106,C235758,315.6,-114.0,180.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
D107,D107,C235758,294.6,-128.0,180.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
D108,D108,C235758,306.4,-128.0,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
D109,D109,C235758,276.4,-12.0,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
D110,D110,C235758,306.6,-12.0,180.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
D111,D111,C235758,285.6,-26.0,180.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
D112,D112,C235758,297.4,-26.0,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
D113,D113,C235758,17.0,-35.4,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
D114,D114,C235758,30.4,-35.4,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
D115,D115,C235758,17.0,-23.6,90.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
D116,D116,C235758,30.4,-23.6,90.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
F103,F103,C142824,196.494,-64.716,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
F103_HOLDER,F103,C268204,196.494,-64.716,270.0,Top,Holder center between its two PCB leads,FH1-200CK-G includes insulating cover; cartridge listed separately.
F104,F104,C142824,211.834,-64.716,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
F104_HOLDER,F104,C268204,211.834,-64.716,270.0,Top,Holder center between its two PCB leads,FH1-200CK-G includes insulating cover; cartridge listed separately.
F105,F105,C142824,227.343,-64.716,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
F105_HOLDER,F105,C268204,227.343,-64.716,270.0,Top,Holder center between its two PCB leads,FH1-200CK-G includes insulating cover; cartridge listed separately.
F111,F111,C5381754,400.951,-46.525,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
F111_HOLDER,F111,C268204,400.951,-46.525,0,Top,Holder center between its two PCB leads,FH1-200CK-G includes insulating cover; cartridge listed separately.
F112,F112,C3014110,400.951,-61.614,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,TLC TA7 soldered 2410 time-lag 7 A fuse; replacement requires desoldering. No holder. Do not up-rate.
F113,F113,C5381754,400.951,-76.451,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
F113_HOLDER,F113,C268204,400.951,-76.451,0,Top,Holder center between its two PCB leads,FH1-200CK-G includes insulating cover; cartridge listed separately.
F114,F114,C2936126,400.951,-91.373,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
F114_HOLDER,F114,C268204,400.951,-91.373,0,Top,Holder center between its two PCB leads,FH1-200CK-G includes insulating cover; cartridge listed separately.
F115,F115,C5381743,91.457,-92.63,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
F115_HOLDER,F115,C268204,91.457,-92.63,0,Top,Holder center between its two PCB leads,FH1-200CK-G includes insulating cover; cartridge listed separately.
F116,F116,C142824,57.255,-40.657,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
F116_HOLDER,F116,C268204,57.255,-40.657,270.0,Top,Holder center between its two PCB leads,FH1-200CK-G includes insulating cover; cartridge listed separately.
J101,J101,C305801,431.968,-113.168,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
J102,J102,C305802,431.968,-65.554,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
J103,J103,C240824,431.968,-33.95,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
J104,J104,C505166,400.532,-10.898,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
J106,J106,C505166,222.229,-11.736,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
J107,J107,C86500,217.786,-33.95,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
J108,J108,C240823,198.757,-11.736,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
J109,J109,C305801,161.034,-11.736,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
J110,J110,C305802,122.222,-11.736,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
J112,J112,C505166,59.35,-11.736,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
J114,J114,C305801,7.61,-175.369,90.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
J116,J116,C240824,22.047,-247.713,180.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
J117,J117,C240824,22.047,-265.3,180.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
J118,J118,C240824,41.327,-247.713,180.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
L1,L1,C840531,269.0,-69.0,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
L2,L2,C840531,143.0,-79.0,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
LED1,LED1,C84256,19.532,-130.353,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
LED2,LED2,C84256,63.542,-60.356,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
LED4,LED4,C84256,186.015,-88.439,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
LED5,LED5,C84256,340.762,-38.945,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
LED6,LED6,C84256,352.0,-84.0,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
LED7,LED7,C84256,43.423,-51.974,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R192,R192,C17710,176.794,-88.439,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R193,R193,C17513,23.723,-120.294,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R194,R194,C4310,341.063,-43.625,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R196,R196,C4310,352.0,-79.0,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R250,R250,C4310,41.327,-63.71,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R251,R251,C4310,412.899,-155.078,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R259,R259,C1882622,300.525,-71.45,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R260,R260,C1882622,300.525,-77.36,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R261,R261,C17427,263.0,-60.5,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R262,R262,C273956,259.0,-60.5,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R263,R263,C17719,258.0,-65.0,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R264,R264,C865625,276.0,-61.0,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R265,R265,C865367,280.0,-61.0,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R266,R266,C17633,279.0,-65.0,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R267,R267,C483008,137.0,-70.5,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R268,R268,C4328,133.0,-70.5,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R269,R269,C17719,132.0,-75.0,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R270,R270,C706223,150.0,-71.0,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R271,R271,C865384,154.0,-71.0,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R272,R272,C17686,153.0,-75.0,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R326,R326,C705606,278.0,-44.0,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R327,R327,C705608,152.0,-54.0,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
U20,U20,C22397842,269.0,-58.0,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
U21,U21,C22397842,143.0,-68.0,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
B6,B6,C49678,98.75,-79.82,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
B9,B9,C49678,345.318,-121.97,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
C21,C21,C1710,86.0,-73.6,90.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
J111,J111,C588986,82.403,-15.927,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
J113,J113,C5200275,6.95,-108.139,180.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
LED3,LED3,C84256,73.434,-60.356,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R3,R3,C17414,74.462,-71.972,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R4,R4,C17414,69.052,-69.997,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R6,R6,C17414,75.758,-68.022,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R197,R197,C17414,53.483,-69.158,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R206,R206,C17593,81.168,-69.997,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R253,R253,C4310,257.185,-121.551,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R254,R254,C4310,217.618,-121.551,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R255,R255,C4310,186.77,-121.551,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R256,R256,C4310,167.489,-121.551,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R310,R310,C17673,20.0,-110.0,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R311,R311,C17673,20.0,-107.0,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R312,R312,C17673,20.0,-104.0,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R313,R313,C17673,16.0,-109.0,180.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R314,R314,C17673,39.0,-93.0,90.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R315,R315,C17673,19.0,-97.0,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R316,R316,C17673,16.0,-112.0,180.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R317,R317,C17673,74.0,-65.0,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R318,R318,C17673,16.0,-101.0,90.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R319,R319,C17673,20.0,-86.0,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R320,R320,C17673,42.0,-93.0,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R321,R321,C17673,20.0,-118.0,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R322,R322,C17673,24.0,-93.0,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R323,R323,C17673,16.0,-106.0,180.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R324,R324,C17673,17.0,-85.0,180.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R325,R325,C17673,16.0,-115.0,180.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
U6,U6,C7948,92.122,-71.49,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
U9,U9,C6772,336.358,-121.97,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
B5,B5,C49678,261.796,-121.551,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
D25,D25,C460944,286.861,-159.827,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
D26,D26,C460944,286.861,-185.412,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
D27,D27,C460944,286.861,-210.977,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
D28,D28,C460944,286.861,-236.556,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
D29,D29,C460944,311.422,-159.827,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
D30,D30,C460944,311.422,-185.412,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
D31,D31,C460944,311.422,-210.977,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
D32,D32,C460944,311.422,-236.556,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
J130,J130,C305802,306.477,-247.713,180.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
J131,J131,C505166,306.393,-265.3,180.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
J132,J132,C505166,331.541,-265.3,180.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
Q64,Q64,C485687,284.973,-150.97,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
Q66,Q66,C485687,284.973,-176.532,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
Q68,Q68,C485687,284.973,-202.112,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
Q70,Q70,C485687,284.973,-227.68,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
Q76,Q76,C485687,309.535,-150.97,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
Q78,Q78,C485687,309.535,-176.532,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
Q80,Q80,C485687,309.535,-202.112,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
Q82,Q82,C485687,309.535,-227.68,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R126,R126,C17414,286.861,-140.617,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R127,R127,C17408,286.861,-144.52,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R128,R128,C17414,286.861,-166.129,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R129,R129,C17408,286.861,-170.079,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R130,R130,C17414,286.861,-191.712,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R131,R131,C17408,286.861,-195.662,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R132,R132,C17414,286.861,-217.279,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R133,R133,C17408,286.861,-221.229,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R134,R134,C17414,311.422,-140.617,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R135,R135,C17408,311.422,-144.52,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R136,R136,C17414,311.422,-166.129,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R137,R137,C17408,311.422,-170.079,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R138,R138,C17414,311.422,-191.712,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R139,R139,C17408,311.422,-195.662,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R140,R140,C17414,311.422,-217.279,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R141,R141,C17408,311.422,-221.229,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
U5,U5,C2878759,260.539,-107.3,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
B4,B4,C49678,222.229,-121.551,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
D17,D17,C460944,244.108,-156.209,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
D18,D18,C460944,244.108,-182.615,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
D19,D19,C460944,244.108,-209.023,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
D20,D20,C460944,244.108,-235.427,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
D21,D21,C460944,265.904,-156.209,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
D22,D22,C460944,265.904,-182.615,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
D23,D23,C460944,265.904,-209.023,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
D24,D24,C460944,265.904,-235.427,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
J127,J127,C305802,252.491,-247.713,180.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
J128,J128,C505166,244.947,-265.3,180.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
J129,J129,C505166,267.58,-265.3,180.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
Q44,Q44,C485687,242.221,-147.327,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
Q46,Q46,C485687,242.221,-173.733,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
Q48,Q48,C485687,242.221,-200.139,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
Q50,Q50,C485687,242.221,-226.545,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
Q52,Q52,C485687,264.017,-147.327,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
Q54,Q54,C485687,264.017,-173.733,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
Q56,Q56,C485687,264.017,-200.139,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
Q58,Q58,C485687,264.017,-226.545,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R70,R70,C17408,244.108,-136.913,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R71,R71,C17414,244.108,-140.863,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R74,R74,C17408,244.108,-163.318,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R75,R75,C17414,244.108,-167.268,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R78,R78,C17408,244.108,-189.718,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R79,R79,C17414,244.108,-193.668,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R82,R82,C17408,244.108,-216.13,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R83,R83,C17414,244.108,-220.08,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R86,R86,C17408,265.904,-136.913,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R87,R87,C17414,265.904,-140.863,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R90,R90,C17408,265.904,-163.318,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R91,R91,C17414,265.904,-167.268,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R94,R94,C17408,265.904,-189.718,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R95,R95,C17414,265.904,-193.668,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R98,R98,C17408,265.904,-216.13,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R99,R99,C17414,265.904,-220.08,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
U4,U4,C2878759,220.972,-107.3,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
B3,B3,C49678,191.38,-121.551,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
D1,D1,C95872,220.385,-156.116,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
D2,D2,C95872,220.385,-182.522,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
D3,D3,C95872,220.385,-208.918,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
D9,D9,C95872,196.913,-156.116,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
D10,D10,C95872,196.913,-182.522,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
D11,D11,C95872,196.913,-208.918,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
D12,D12,C95872,196.913,-235.334,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
D38,D38,C95872,220.385,-235.334,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
J125,J125,C305802,202.362,-247.713,180.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
J126,J126,C592598,199.176,-265.3,180.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
Q28,Q28,C485687,195.026,-148.82,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
Q30,Q30,C485687,195.026,-175.226,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
Q32,Q32,C485687,195.026,-201.634,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
Q34,Q34,C485687,195.026,-228.038,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
Q36,Q36,C485687,218.498,-148.82,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
Q38,Q38,C485687,218.498,-175.226,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
Q40,Q40,C485687,218.498,-201.634,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
Q42,Q42,C485687,218.498,-228.038,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R38,R38,C17408,196.913,-138.396,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R39,R39,C17414,196.913,-142.346,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R42,R42,C17408,196.913,-164.802,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R43,R43,C17414,196.913,-168.752,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R46,R46,C17408,196.913,-191.215,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R47,R47,C17414,196.913,-195.165,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R50,R50,C17408,196.913,-217.614,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R51,R51,C17414,196.913,-221.564,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R54,R54,C17408,220.385,-138.396,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R55,R55,C17414,220.385,-142.346,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R58,R58,C17408,220.385,-164.802,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R59,R59,C17414,220.385,-168.752,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R62,R62,C17408,220.385,-191.215,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R63,R63,C17414,220.385,-195.165,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
